File,Start X,Start Y,Goal X,Goal Y
map_31.npy,363,125,954,268
map_31.npy,68,473,591,502
map_31.npy,344,408,1174,261
map_31.npy,714,1020,258,184
map_31.npy,321,57,791,1167
map_31.npy,803,877,786,1194
map_31.npy,244,700,1033,1053
map_31.npy,622,103,556,451
map_31.npy,649,492,69,342
map_31.npy,368,311,1160,997
map_31.npy,1021,129,493,101
map_31.npy,409,387,932,134
map_31.npy,472,365,638,567
map_31.npy,364,136,774,1163
map_31.npy,1128,699,78,839
map_31.npy,35,133,126,246
map_31.npy,1027,1017,363,212
map_31.npy,723,1180,964,1004
map_31.npy,355,230,138,454
map_31.npy,307,896,280,996
map_31.npy,1093,1012,1096,347
map_31.npy,1103,789,389,1174
map_31.npy,284,499,3,527
map_31.npy,434,740,424,1186
map_31.npy,579,199,187,987
map_31.npy,1042,460,466,820
map_31.npy,846,1197,97,1086
map_31.npy,868,817,210,937
map_31.npy,737,1057,298,667
map_31.npy,1141,133,748,467
map_31.npy,728,1196,481,234
map_31.npy,424,755,375,608
map_31.npy,634,93,863,950
map_31.npy,200,1064,192,522
map_31.npy,540,1157,589,384
map_31.npy,422,1184,608,58
map_31.npy,1099,807,429,611
map_31.npy,1179,541,494,502
map_31.npy,1076,1024,303,910
map_31.npy,103,1043,1088,1100
map_31.npy,1118,310,920,62
map_31.npy,376,119,32,502
map_31.npy,573,845,1079,594
map_31.npy,320,975,341,68
map_31.npy,244,1181,378,1034
map_31.npy,263,2,196,682
map_31.npy,555,47,31,688
map_31.npy,812,1081,128,235
map_31.npy,742,520,578,1125
map_31.npy,987,822,616,409
map_31.npy,433,51,298,990
map_31.npy,1053,838,127,569
map_31.npy,984,940,445,677
map_31.npy,996,58,175,656
map_31.npy,564,1124,90,173
map_31.npy,687,1020,729,103
map_31.npy,340,630,1040,670
map_31.npy,1144,574,124,379
map_31.npy,474,690,226,476
map_31.npy,430,877,1023,132
map_31.npy,279,1036,194,1114
map_31.npy,1147,591,482,210
map_31.npy,483,210,759,952
map_31.npy,871,79,163,58
map_31.npy,543,61,872,904
map_31.npy,357,476,887,22
map_31.npy,1115,177,768,870
map_31.npy,1023,558,1177,309
map_31.npy,319,697,489,542
map_31.npy,68,275,293,1189
map_31.npy,782,100,115,564
map_31.npy,1108,115,306,314
map_31.npy,850,1136,916,984
map_31.npy,1133,73,177,4
map_31.npy,763,851,82,203
map_31.npy,72,439,1018,123
map_31.npy,922,283,1083,698
map_31.npy,401,181,612,532
map_31.npy,1105,466,440,211
map_31.npy,133,218,204,107
map_31.npy,658,1099,1031,112
map_31.npy,630,382,329,177
map_31.npy,747,1012,1078,1182
map_31.npy,582,484,395,987
map_31.npy,424,841,703,1062
map_31.npy,323,1170,474,3
map_31.npy,1004,684,443,507
map_31.npy,1178,639,20,333
map_31.npy,1116,92,525,590
map_31.npy,955,68,13,877
map_31.npy,386,1082,197,109
map_31.npy,1143,168,413,555
map_31.npy,151,563,263,41
map_31.npy,306,1075,1113,354
map_31.npy,476,759,654,1129
map_31.npy,1132,454,1165,525
map_31.npy,830,936,18,269
map_31.npy,353,743,246,695
map_31.npy,219,1129,546,855
map_31.npy,838,927,973,704
map_31.npy,540,382,234,138
map_31.npy,596,327,676,34
map_31.npy,345,588,591,383
map_31.npy,366,63,24,1018
map_31.npy,461,1140,202,43
map_31.npy,802,842,1140,419
map_31.npy,1108,115,819,92
map_31.npy,196,386,1047,244
map_31.npy,48,577,1161,295
map_31.npy,608,571,509,305
map_31.npy,998,682,1062,39
map_31.npy,372,519,1068,889
map_31.npy,881,1172,642,1172
map_31.npy,387,936,551,337
map_31.npy,358,677,975,733
map_31.npy,532,565,1128,702
map_31.npy,637,172,1085,281
map_31.npy,192,633,516,665
map_31.npy,240,1148,181,452
map_31.npy,403,422,875,922
map_31.npy,1151,110,159,848
map_31.npy,441,159,155,268
map_31.npy,1093,533,381,99
map_31.npy,454,490,479,22
map_31.npy,359,160,1023,122
map_31.npy,222,64,289,82
map_31.npy,917,987,1165,176
map_31.npy,132,336,636,8
map_31.npy,259,413,102,949
map_31.npy,265,337,1080,302
map_31.npy,205,453,1081,1136
map_31.npy,42,248,1131,209
map_31.npy,1056,578,563,206
map_31.npy,521,860,389,347
map_31.npy,893,81,44,417
map_31.npy,985,450,207,127
map_31.npy,1113,1028,140,683
map_31.npy,827,1035,597,314
map_31.npy,270,526,1056,751
map_31.npy,1015,1020,1023,1183
map_31.npy,964,80,660,1161
map_31.npy,88,414,1009,934
map_31.npy,792,583,234,1184
map_31.npy,747,435,1127,313
map_31.npy,184,433,970,314
map_31.npy,415,129,1012,399
map_31.npy,372,765,186,738
map_31.npy,987,818,531,281
map_31.npy,1103,581,26,1186
map_31.npy,1038,649,1128,235
map_31.npy,741,584,323,1102
map_31.npy,776,1041,16,336
map_31.npy,597,439,721,1157
map_31.npy,865,1076,1074,954
map_31.npy,406,475,984,607
map_31.npy,104,927,333,228
map_31.npy,971,727,870,1126
map_31.npy,165,671,61,811
map_31.npy,79,33,373,707
map_31.npy,1134,1108,910,936
map_31.npy,98,847,854,1087
map_31.npy,331,576,973,995
map_31.npy,55,1019,433,388
map_31.npy,874,1015,587,202
map_31.npy,1068,315,224,333
map_31.npy,752,995,850,977
map_31.npy,380,569,1013,1029
map_31.npy,1032,1096,268,55
map_31.npy,1129,861,21,556
map_31.npy,239,567,653,439
map_31.npy,51,1187,8,981
map_31.npy,519,242,45,616
map_31.npy,492,445,588,580
map_31.npy,186,206,1049,547
map_31.npy,977,739,428,420
map_31.npy,469,204,295,800
map_31.npy,643,462,968,739
map_31.npy,168,1000,138,1005
map_31.npy,467,268,892,275
map_31.npy,356,847,1043,1170
map_31.npy,415,1163,334,237
map_31.npy,562,259,318,102
map_31.npy,908,1091,11,571
map_31.npy,1191,393,605,83
map_31.npy,472,466,101,1095
map_31.npy,991,1052,112,1065
map_31.npy,1023,603,268,1094
map_31.npy,702,1107,1033,482
map_31.npy,128,430,504,65
map_31.npy,748,433,178,468
map_31.npy,253,683,275,751
map_31.npy,128,99,244,58
map_31.npy,1075,268,126,833
map_31.npy,82,293,502,1144
map_31.npy,777,1165,780,938
map_31.npy,4,732,1169,1161
map_31.npy,172,720,1111,988
map_31.npy,1186,490,177,469
map_31.npy,809,1056,213,768
map_31.npy,493,1152,729,43
map_31.npy,806,907,1062,378
map_31.npy,208,209,436,74
map_31.npy,105,564,787,1055
map_31.npy,1079,233,4,314
map_31.npy,637,40,660,82
map_31.npy,364,161,229,515
map_31.npy,438,583,987,1170
map_31.npy,959,141,928,913
map_31.npy,68,1019,166,949
map_31.npy,364,1129,64,1107
map_31.npy,969,61,79,425
map_31.npy,517,1167,350,517
map_31.npy,850,928,117,48
map_31.npy,1065,418,1188,1029
map_31.npy,416,22,525,413
map_31.npy,82,974,208,220
map_31.npy,294,325,294,920
map_31.npy,617,153,1,1178
map_31.npy,461,61,1085,579
map_31.npy,1064,420,1074,980
map_31.npy,169,662,351,743
map_31.npy,622,441,203,172
map_31.npy,1005,346,1172,440
map_31.npy,220,835,437,474
map_31.npy,516,174,149,182
map_31.npy,988,769,492,778
map_31.npy,272,1026,188,702
map_31.npy,77,8,1191,853
map_31.npy,1095,244,798,1185
map_31.npy,236,575,527,371
map_31.npy,360,1087,833,61
map_31.npy,576,348,486,339
map_31.npy,28,1002,1032,312
map_31.npy,1062,445,121,31
map_31.npy,410,742,395,1056
map_31.npy,1007,1083,263,477
map_31.npy,1030,710,256,59
map_31.npy,66,925,419,428
map_31.npy,320,437,357,421
map_31.npy,1191,237,380,369
map_31.npy,994,1008,738,15
map_31.npy,570,253,82,889
map_31.npy,185,82,1184,538
map_31.npy,522,179,352,510
map_31.npy,1061,1094,949,1048
map_31.npy,972,993,388,623
map_31.npy,635,408,108,604
map_31.npy,269,513,298,323
map_31.npy,1056,668,67,8
map_31.npy,970,362,681,933
map_31.npy,429,234,1106,661
map_31.npy,1033,302,640,353
map_31.npy,1061,126,703,1166
map_31.npy,341,796,814,924
map_31.npy,147,517,240,495
map_31.npy,1151,956,86,1113
map_31.npy,754,1181,1023,619
map_31.npy,93,88,507,240
map_31.npy,1107,399,883,954
map_31.npy,1022,890,735,445
map_31.npy,89,366,118,257
map_31.npy,566,471,321,1168
map_31.npy,1070,611,296,10
map_31.npy,1168,989,1152,747
map_31.npy,795,823,146,274
map_31.npy,569,197,445,374
map_31.npy,24,631,629,68
map_31.npy,491,1164,480,766
map_31.npy,927,295,609,485
map_31.npy,885,1067,902,234
map_31.npy,616,1155,108,547
map_31.npy,363,519,151,261
map_31.npy,261,1148,1197,951
map_31.npy,728,918,98,664
map_31.npy,2,73,687,558
map_31.npy,760,1081,230,325
map_31.npy,406,614,199,1040
map_31.npy,1113,787,949,637
map_31.npy,1118,194,451,370
map_31.npy,442,1159,635,1092
map_31.npy,1055,553,726,74
map_31.npy,1063,176,572,213
map_31.npy,770,844,398,723
map_31.npy,169,862,34,1121
map_31.npy,697,1120,1077,283
map_31.npy,1066,695,1004,492
map_31.npy,974,350,18,424
map_31.npy,499,870,716,878
map_31.npy,195,562,756,831
map_31.npy,187,1152,849,60
map_31.npy,975,990,403,370
map_31.npy,964,735,1154,569
map_31.npy,685,913,241,732
map_31.npy,1199,583,1192,142
map_31.npy,672,1041,321,538
map_31.npy,874,58,420,343
map_31.npy,1160,790,1095,72
map_31.npy,557,836,125,475
map_31.npy,1174,811,581,166
map_31.npy,524,555,879,1174
map_31.npy,736,536,304,606
map_31.npy,555,423,475,476
map_31.npy,206,452,465,389
map_31.npy,660,116,193,751
map_31.npy,148,419,816,1123
map_31.npy,339,580,101,650
map_31.npy,682,962,309,325
map_31.npy,9,605,118,958
map_31.npy,1016,585,378,193
map_31.npy,1172,1036,426,340
map_31.npy,65,757,19,61
map_31.npy,698,894,519,681
map_31.npy,455,1106,1125,1198
map_31.npy,754,1010,747,1158
map_31.npy,175,1093,123,799
map_31.npy,581,498,842,1077
map_31.npy,0,571,693,464
map_31.npy,207,508,307,358
map_31.npy,276,931,181,1004
map_31.npy,1046,740,1156,838
map_31.npy,233,446,17,673
map_31.npy,967,1134,23,30
map_31.npy,516,838,1131,70
map_31.npy,71,604,78,52
map_31.npy,150,453,855,1101
map_31.npy,1095,193,1043,695
map_31.npy,1058,299,249,428
map_31.npy,443,348,312,214
map_31.npy,835,854,1129,819
map_31.npy,798,590,588,317
map_31.npy,26,780,818,41
map_31.npy,1162,689,786,1172
map_31.npy,209,1080,302,873
map_31.npy,83,779,698,34
map_31.npy,206,437,662,63
map_31.npy,364,128,587,547
map_31.npy,743,7,707,965
map_31.npy,116,175,664,1112
map_31.npy,863,28,132,1167
map_31.npy,529,96,274,476
map_31.npy,1123,905,1135,1048
map_31.npy,1158,1006,748,1173
map_31.npy,366,302,948,1044
map_31.npy,109,1067,292,1066
map_31.npy,388,1055,362,938
map_31.npy,163,630,1171,848
map_31.npy,1121,452,1052,359
map_31.npy,748,1193,185,1152
map_31.npy,893,1016,315,1007
map_31.npy,1164,239,248,567
map_31.npy,47,215,473,623
map_31.npy,274,490,499,561
map_31.npy,826,1132,1199,873
map_31.npy,395,1073,1045,59
map_31.npy,481,173,578,90
map_31.npy,842,821,479,243
map_31.npy,732,100,14,652
map_31.npy,986,935,484,420
map_31.npy,1074,52,1088,31
map_31.npy,186,277,461,566
map_31.npy,1021,704,190,646
map_31.npy,1008,956,220,997
map_31.npy,433,417,799,70
map_31.npy,972,1180,846,21
map_31.npy,1134,1025,163,936
map_31.npy,373,257,1029,606
map_31.npy,270,790,391,334
map_31.npy,506,747,786,1088
map_31.npy,744,515,1000,1038
map_31.npy,268,51,427,258
map_31.npy,842,933,1018,188
map_31.npy,532,97,1001,414
map_31.npy,894,172,422,430
map_31.npy,493,522,116,172
map_31.npy,330,494,238,941
map_31.npy,1127,637,972,1022
map_31.npy,41,19,585,392
map_31.npy,976,954,766,1095
map_31.npy,314,910,379,319
map_31.npy,1055,479,333,1016
map_31.npy,279,640,714,72
map_31.npy,559,1107,978,77
map_31.npy,341,81,179,744
map_31.npy,1197,16,608,284
map_31.npy,449,506,368,332
map_31.npy,332,278,817,929
map_31.npy,1023,231,1001,648
map_31.npy,517,641,190,704
map_31.npy,465,253,468,220
map_31.npy,388,202,329,937
map_31.npy,304,898,327,728
map_31.npy,312,474,1009,904
map_31.npy,38,724,279,171
map_31.npy,288,79,363,505
map_31.npy,962,397,1025,988
map_31.npy,434,2,272,532
map_31.npy,580,267,1155,980
map_31.npy,1065,1082,1157,960
map_31.npy,748,927,36,123
map_31.npy,681,873,207,726
map_31.npy,106,611,973,12
map_31.npy,645,476,171,330
map_31.npy,309,1166,337,757
map_31.npy,490,609,1152,65
map_31.npy,503,249,538,359
map_31.npy,1194,457,269,876
map_31.npy,590,472,520,1185
map_31.npy,195,834,437,251
map_31.npy,422,73,683,864
map_31.npy,799,1081,209,899
map_31.npy,309,737,161,1020
map_31.npy,352,581,991,588
map_31.npy,363,217,288,124
map_31.npy,90,891,1195,954
map_31.npy,336,758,466,360
map_31.npy,105,565,127,1133
map_31.npy,612,18,740,969
map_31.npy,1118,837,1133,882
map_31.npy,376,1115,371,766
map_31.npy,772,1114,22,530
map_31.npy,1048,24,40,1036
map_31.npy,513,818,44,879
map_31.npy,1143,770,404,168
map_31.npy,1191,395,312,968
map_31.npy,1004,680,402,396
map_31.npy,1070,994,209,251
map_31.npy,193,790,1050,502
map_31.npy,1156,880,609,26
map_31.npy,415,549,1191,925
map_31.npy,966,858,91,1108
map_31.npy,268,836,192,235
map_31.npy,160,969,423,286
map_31.npy,121,759,872,100
map_31.npy,981,717,1123,161
map_31.npy,1177,659,522,1155
map_32.npy,1160,733,257,448
map_32.npy,336,236,29,275
map_32.npy,411,1047,463,541
map_32.npy,393,877,162,794
map_32.npy,210,1052,382,1047
map_32.npy,315,69,574,942
map_32.npy,1003,98,789,984
map_32.npy,91,199,1128,886
map_32.npy,679,380,1058,954
map_32.npy,376,358,767,24
map_32.npy,1097,651,6,1034
map_32.npy,403,225,1039,1096
map_32.npy,297,931,635,803
map_32.npy,20,1162,770,1163
map_32.npy,425,519,380,737
map_32.npy,143,29,490,370
map_32.npy,180,377,1067,42
map_32.npy,281,207,169,1012
map_32.npy,595,1181,268,1141
map_32.npy,374,787,523,673
map_32.npy,816,946,537,66
map_32.npy,394,733,343,827
map_32.npy,186,76,955,830
map_32.npy,256,198,566,995
map_32.npy,96,380,419,132
map_32.npy,43,362,627,1113
map_32.npy,635,1099,493,1016
map_32.npy,1197,332,942,174
map_32.npy,987,981,870,998
map_32.npy,354,1019,959,1044
map_32.npy,1136,1099,57,269
map_32.npy,416,195,705,272
map_32.npy,1074,975,917,90
map_32.npy,419,833,130,323
map_32.npy,278,733,531,52
map_32.npy,615,291,438,128
map_32.npy,526,808,25,124
map_32.npy,980,989,324,124
map_32.npy,726,1012,501,399
map_32.npy,1140,1099,905,781
map_32.npy,207,849,726,162
map_32.npy,436,366,516,909
map_32.npy,1088,17,506,1198
map_32.npy,1192,383,154,738
map_32.npy,778,1173,1139,783
map_32.npy,902,750,323,396
map_32.npy,306,514,531,509
map_32.npy,567,931,646,778
map_32.npy,24,933,170,387
map_32.npy,337,365,987,1037
map_32.npy,818,747,681,1129
map_32.npy,586,1193,495,733
map_32.npy,447,815,1115,931
map_32.npy,361,1061,1046,1040
map_32.npy,55,826,525,1190
map_32.npy,231,416,356,932
map_32.npy,453,217,121,411
map_32.npy,1143,1156,1144,868
map_32.npy,1180,743,627,72
map_32.npy,519,552,432,828
map_32.npy,345,1135,1039,366
map_32.npy,1133,941,134,473
map_32.npy,618,1080,591,185
map_32.npy,968,37,1146,450
map_32.npy,347,797,796,968
map_32.npy,539,1191,1076,1063
map_32.npy,773,787,582,383
map_32.npy,128,740,653,1078
map_32.npy,494,721,886,926
map_32.npy,774,1185,232,468
map_32.npy,417,93,1120,802
map_32.npy,131,1149,691,1079
map_32.npy,433,931,57,997
map_32.npy,594,90,855,910
map_32.npy,504,525,1058,952
map_32.npy,452,789,25,68
map_32.npy,361,1080,578,931
map_32.npy,940,966,574,1181
map_32.npy,1067,1094,365,1118
map_32.npy,1106,231,119,334
map_32.npy,1181,1010,280,129
map_32.npy,553,894,1131,664
map_32.npy,170,1010,428,1066
map_32.npy,137,855,156,986
map_32.npy,14,326,641,475
map_32.npy,375,217,1093,372
map_32.npy,1135,1173,605,825
map_32.npy,1053,8,1118,1112
map_32.npy,447,858,602,947
map_32.npy,1166,592,683,48
map_32.npy,194,276,906,94
map_32.npy,598,827,956,1140
map_32.npy,690,167,750,793
map_32.npy,629,1073,1069,973
map_32.npy,213,229,48,318
map_32.npy,560,355,351,952
map_32.npy,152,699,512,1063
map_32.npy,1089,142,748,381
map_32.npy,118,495,208,235
map_32.npy,934,10,103,16
map_32.npy,503,527,1177,135
map_32.npy,930,76,896,886
map_32.npy,1038,171,947,1074
map_32.npy,284,818,346,809
map_32.npy,150,960,660,965
map_32.npy,425,1013,330,1172
map_32.npy,764,878,132,703
map_32.npy,382,204,37,759
map_32.npy,742,1118,744,948
map_32.npy,454,743,223,850
map_32.npy,413,704,437,81
map_32.npy,1177,943,577,375
map_32.npy,382,301,242,846
map_32.npy,223,247,1187,1013
map_32.npy,143,19,150,183
map_32.npy,497,460,199,985
map_32.npy,330,31,756,49
map_32.npy,3,727,721,966
map_32.npy,966,16,607,194
map_32.npy,521,1173,376,1194
map_32.npy,409,967,1078,578
map_32.npy,478,1119,1061,625
map_32.npy,346,115,331,979
map_32.npy,296,197,636,1175
map_32.npy,537,588,1052,136
map_32.npy,950,877,12,1087
map_32.npy,197,925,403,378
map_32.npy,525,1122,233,133
map_32.npy,131,300,883,742
map_32.npy,124,1083,616,338
map_32.npy,941,980,1156,798
map_32.npy,611,1142,284,188
map_32.npy,304,1027,264,289
map_32.npy,951,148,145,881
map_32.npy,14,372,257,692
map_32.npy,291,422,282,256
map_32.npy,439,248,418,667
map_32.npy,1053,809,751,163
map_32.npy,954,965,589,1027
map_32.npy,1116,1132,437,390
map_32.npy,759,60,1115,1152
map_32.npy,716,832,639,899
map_32.npy,360,1017,411,493
map_32.npy,15,121,683,39
map_32.npy,280,1089,625,171
map_32.npy,990,126,820,840
map_32.npy,572,264,1109,95
map_32.npy,531,548,1092,631
map_32.npy,94,1135,575,1091
map_32.npy,269,447,1114,109
map_32.npy,538,233,346,337
map_32.npy,381,300,200,935
map_32.npy,856,168,724,697
map_32.npy,1130,1192,532,996
map_32.npy,872,1009,681,1044
map_32.npy,903,847,739,55
map_32.npy,1082,610,575,953
map_32.npy,412,619,219,706
map_32.npy,388,882,436,221
map_32.npy,1054,768,57,985
map_32.npy,1176,301,565,1185
map_32.npy,343,1017,434,353
map_32.npy,670,882,578,51
map_32.npy,627,432,1029,97
map_32.npy,816,1062,601,320
map_32.npy,1168,605,682,112
map_32.npy,1035,951,272,360
map_32.npy,1118,250,400,687
map_32.npy,830,123,50,1125
map_32.npy,362,1136,301,676
map_32.npy,13,34,812,766
map_32.npy,31,707,1135,1032
map_32.npy,235,183,14,848
map_32.npy,823,168,859,911
map_32.npy,462,645,610,431
map_32.npy,943,1067,1084,593
map_32.npy,814,1110,131,190
map_32.npy,1010,98,783,92
map_32.npy,86,22,141,1073
map_32.npy,670,159,120,411
map_32.npy,276,846,766,77
map_32.npy,615,287,646,844
map_32.npy,496,1014,1165,505
map_32.npy,42,107,962,960
map_32.npy,76,300,1153,867
map_32.npy,579,55,1035,882
map_32.npy,337,469,292,839
map_32.npy,238,579,642,351
map_32.npy,760,408,378,620
map_32.npy,309,302,704,23
map_32.npy,991,740,451,652
map_32.npy,411,334,524,390
map_32.npy,19,983,274,1034
map_32.npy,853,967,286,318
map_32.npy,591,1144,1130,784
map_32.npy,332,65,359,1105
map_32.npy,664,254,719,953
map_32.npy,169,261,803,939
map_32.npy,1138,1001,999,71
map_32.npy,89,282,189,1120
map_32.npy,406,545,541,335
map_32.npy,1074,1007,456,768
map_32.npy,457,965,434,573
map_32.npy,122,954,291,286
map_32.npy,899,1094,138,1112
map_32.npy,462,176,206,377
map_32.npy,959,756,399,717
map_32.npy,883,134,478,525
map_32.npy,853,956,700,891
map_32.npy,235,1024,456,74
map_32.npy,219,495,1191,83
map_32.npy,1069,151,1142,98
map_32.npy,1071,1195,191,16
map_32.npy,146,985,132,827
map_32.npy,763,740,1011,82
map_32.npy,411,141,532,861
map_32.npy,275,129,501,1198
map_32.npy,799,61,392,75
map_32.npy,588,130,520,47
map_32.npy,1102,764,1062,794
map_32.npy,176,127,141,779
map_32.npy,507,1137,371,115
map_32.npy,27,1148,844,205
map_32.npy,624,944,266,667
map_32.npy,97,838,317,1006
map_32.npy,399,693,251,927
map_32.npy,702,1139,1034,1121
map_32.npy,856,1126,1136,509
map_32.npy,916,124,165,182
map_32.npy,320,261,106,838
map_32.npy,647,69,228,468
map_32.npy,567,253,396,489
map_32.npy,417,405,1039,657
map_32.npy,1085,183,1090,516
map_32.npy,147,15,934,860
map_32.npy,367,752,1198,31
map_32.npy,1019,178,1101,938
map_32.npy,1151,301,931,933
map_32.npy,251,1031,1031,814
map_32.npy,612,0,62,267
map_32.npy,440,568,89,254
map_32.npy,973,125,760,49
map_32.npy,185,718,134,54
map_32.npy,1106,859,496,607
map_32.npy,21,248,837,57
map_32.npy,952,1054,1163,1121
map_32.npy,607,454,572,87
map_32.npy,1023,1193,281,173
map_32.npy,531,451,71,56
map_32.npy,926,1122,1142,881
map_32.npy,74,367,303,545
map_32.npy,834,1161,244,882
map_32.npy,51,248,1163,1018
map_32.npy,831,1125,110,1074
map_32.npy,1092,916,184,928
map_32.npy,664,981,378,120
map_32.npy,1130,705,178,558
map_32.npy,809,919,543,1010
map_32.npy,1058,33,384,495
map_32.npy,567,530,423,327
map_32.npy,1023,777,315,666
map_32.npy,147,235,1037,775
map_32.npy,715,97,1037,147
map_32.npy,109,297,1062,1128
map_32.npy,611,1109,1163,165
map_32.npy,1063,947,1054,1067
map_32.npy,379,752,505,71
map_32.npy,62,932,831,18
map_32.npy,281,1150,516,431
map_32.npy,1191,818,717,1064
map_32.npy,404,509,1178,1101
map_32.npy,1140,333,532,791
map_32.npy,1161,961,626,68
map_32.npy,687,193,579,520
map_32.npy,366,1089,1159,35
map_32.npy,1161,841,152,523
map_32.npy,584,1097,795,133
map_32.npy,531,144,861,980
map_32.npy,730,802,367,1078
map_32.npy,1055,499,726,10
map_32.npy,1102,669,246,425
map_32.npy,412,684,119,1039
map_32.npy,88,438,578,138
map_32.npy,471,643,1151,659
map_32.npy,200,614,77,386
map_32.npy,876,928,303,25
map_32.npy,567,1029,810,1106
map_32.npy,870,1110,690,4
map_32.npy,749,715,316,733
map_32.npy,455,447,1074,233
map_32.npy,222,498,216,282
map_32.npy,124,884,299,823
map_32.npy,288,149,1141,946
map_32.npy,1179,387,88,1181
map_32.npy,855,1108,973,82
map_32.npy,647,1199,1009,475
map_32.npy,206,512,185,1080
map_32.npy,811,1183,1132,859
map_32.npy,440,511,303,921
map_32.npy,587,231,951,866
map_32.npy,505,522,247,604
map_32.npy,295,79,270,952
map_32.npy,809,38,1161,333
map_32.npy,142,407,912,80
map_32.npy,1176,297,629,322
map_32.npy,385,501,401,152
map_32.npy,512,895,934,1024
map_32.npy,693,14,140,155
map_32.npy,7,602,948,189
map_32.npy,267,956,30,1081
map_32.npy,32,194,229,753
map_32.npy,474,141,55,139
map_32.npy,518,1171,591,135
map_32.npy,1169,1055,981,911
map_32.npy,320,378,417,964
map_32.npy,919,774,682,356
map_32.npy,988,1182,163,878
map_32.npy,395,224,679,1125
map_32.npy,929,971,187,1125
map_32.npy,896,31,1079,654
map_32.npy,191,296,220,793
map_32.npy,972,922,485,259
map_32.npy,219,349,711,319
map_32.npy,681,1158,1175,963
map_32.npy,288,529,15,146
map_32.npy,669,381,412,53
map_32.npy,197,254,249,1118
map_32.npy,407,392,646,882
map_32.npy,595,255,609,274
map_32.npy,570,867,939,1003
map_32.npy,45,1074,966,12
map_32.npy,739,141,324,10
map_32.npy,214,258,636,1017
map_32.npy,236,588,736,1151
map_32.npy,83,845,1195,732
map_32.npy,142,423,1186,515
map_32.npy,1068,825,933,972
map_32.npy,995,950,445,848
map_32.npy,294,545,604,381
map_32.npy,649,73,924,85
map_32.npy,73,122,1169,739
map_32.npy,58,1194,139,398
map_32.npy,967,854,131,323
map_32.npy,184,714,538,583
map_32.npy,1155,771,784,181
map_32.npy,353,239,497,135
map_32.npy,496,379,337,356
map_32.npy,374,568,967,1166
map_32.npy,65,1079,43,1175
map_32.npy,768,736,569,629
map_32.npy,540,991,187,0
map_32.npy,142,1124,1041,481
map_32.npy,84,1194,46,360
map_32.npy,69,273,307,111
map_32.npy,164,1073,486,1039
map_32.npy,399,979,1028,1144
map_32.npy,23,764,702,1052
map_32.npy,459,815,178,62
map_32.npy,79,251,694,366
map_32.npy,128,935,495,181
map_32.npy,483,869,903,175
map_32.npy,857,767,572,1034
map_32.npy,1082,457,817,171
map_32.npy,910,46,554,1002
map_32.npy,84,129,43,791
map_32.npy,219,932,599,869
map_32.npy,1083,46,875,1083
map_32.npy,368,455,1011,954
map_32.npy,874,972,595,1092
map_32.npy,819,57,611,467
map_32.npy,181,87,282,1115
map_32.npy,379,247,528,958
map_32.npy,1054,384,952,1033
map_32.npy,401,989,144,401
map_32.npy,153,428,844,936
map_32.npy,74,762,959,1079
map_32.npy,970,190,168,188
map_32.npy,811,110,399,784
map_32.npy,642,894,61,473
map_32.npy,1131,94,554,834
map_32.npy,262,276,215,642
map_32.npy,1128,1113,264,323
map_32.npy,9,49,492,387
map_32.npy,695,789,783,172
map_32.npy,1102,1058,775,808
map_32.npy,1007,1136,243,705
map_32.npy,1036,107,775,752
map_32.npy,989,988,1,859
map_32.npy,268,81,130,721
map_32.npy,353,717,608,494
map_32.npy,759,899,344,969
map_32.npy,766,239,23,1074
map_32.npy,245,1006,1194,500
map_32.npy,239,502,469,826
map_32.npy,606,547,902,1145
map_32.npy,372,951,229,949
map_32.npy,402,369,1179,578
map_32.npy,71,138,436,616
map_32.npy,353,1087,288,859
map_32.npy,187,306,86,262
map_32.npy,145,224,593,1129
map_32.npy,380,1045,1165,395
map_32.npy,901,164,246,336
map_32.npy,107,124,1197,362
map_32.npy,501,1027,430,27
map_32.npy,934,742,283,827
map_32.npy,351,251,1167,860
map_32.npy,412,303,153,307
map_32.npy,53,293,1114,193
map_32.npy,138,989,966,56
map_32.npy,519,85,364,1172
map_32.npy,421,532,117,416
map_32.npy,406,626,47,166
map_32.npy,447,915,1032,435
map_32.npy,157,549,870,1036
map_32.npy,198,1168,1105,166
map_32.npy,1135,704,802,75
map_32.npy,972,163,963,201
map_32.npy,125,327,134,511
map_32.npy,231,884,402,44
map_32.npy,144,1066,601,1013
map_32.npy,155,1099,415,87
map_32.npy,314,263,503,930
map_32.npy,370,256,1191,330
map_32.npy,815,1017,312,391
map_32.npy,364,1016,579,334
map_32.npy,224,197,78,45
map_32.npy,839,1155,906,131
map_32.npy,747,1143,1136,627
map_32.npy,25,64,914,1021
map_32.npy,132,29,340,1180
map_32.npy,288,1001,618,517
map_32.npy,70,310,1001,1140
map_32.npy,3,393,345,36
map_32.npy,999,862,550,348
map_32.npy,4,32,500,171
map_32.npy,646,1077,211,3
map_32.npy,1139,981,657,387
map_32.npy,1157,1149,425,325
map_32.npy,341,1046,803,986
map_32.npy,92,898,461,678
map_32.npy,37,559,322,359
map_32.npy,85,738,1022,278
map_32.npy,749,1199,424,952
map_32.npy,456,175,400,199
map_32.npy,271,1089,1105,1187
map_32.npy,392,563,1099,374
map_32.npy,874,1031,502,97
map_32.npy,303,554,855,7
map_32.npy,287,171,701,150
map_32.npy,1065,97,320,828
