image_number,number_of_paths
133,"(array([71, 32]), array([89, 31]))"
133,"(array([ 5, 28]), array([93, 22]))"
133,"(array([117, 104]), array([27,  5]))"
133,"(array([109,   8]), array([56, 51]))"
133,"(array([57, 83]), array([102,  68]))"
133,"(array([ 33, 105]), array([95,  1]))"
133,"(array([ 67, 106]), array([20, 81]))"
133,"(array([18, 24]), array([100,  21]))"
133,"(array([ 28, 104]), array([112,  47]))"
133,"(array([66, 52]), array([98, 74]))"
133,"(array([11, 36]), array([99, 66]))"
133,"(array([31, 56]), array([105,  51]))"
133,"(array([68, 92]), array([101,  40]))"
133,"(array([ 42, 110]), array([102,  88]))"
133,"(array([112, 116]), array([60, 95]))"
133,"(array([95, 21]), array([40, 27]))"
133,"(array([98,  4]), array([49, 37]))"
133,"(array([ 19, 111]), array([ 3, 15]))"
133,"(array([28, 80]), array([108,   9]))"
133,"(array([54, 37]), array([106,  56]))"
133,"(array([112,  13]), array([ 4, 17]))"
133,"(array([108,  63]), array([67,  5]))"
133,"(array([92, 11]), array([5, 5]))"
133,"(array([46, 49]), array([87,  8]))"
133,"(array([63, 33]), array([95, 68]))"
133,"(array([116,  16]), array([59,  9]))"
133,"(array([ 9, 89]), array([104,  37]))"
133,"(array([46, 98]), array([98,  1]))"
133,"(array([48, 38]), array([108,  37]))"
133,"(array([100,  14]), array([ 3, 30]))"
133,"(array([30, 37]), array([118,   3]))"
133,"(array([ 55, 108]), array([98, 25]))"
133,"(array([51, 91]), array([99,  1]))"
133,"(array([108,   4]), array([32, 38]))"
133,"(array([109,  38]), array([17, 90]))"
133,"(array([41, 92]), array([104,  33]))"
133,"(array([106,  36]), array([67, 57]))"
133,"(array([61, 73]), array([101,  63]))"
133,"(array([107,  27]), array([ 39, 106]))"
133,"(array([89, 14]), array([ 32, 107]))"
133,"(array([30, 90]), array([ 1, 37]))"
133,"(array([93, 11]), array([ 9, 94]))"
133,"(array([ 9, 10]), array([55,  0]))"
133,"(array([117,   0]), array([33, 34]))"
134,"(array([53, 19]), array([ 1, 25]))"
134,"(array([ 31, 118]), array([22, 81]))"
134,"(array([ 26, 116]), array([49, 56]))"
134,"(array([  5, 115]), array([12, 27]))"
134,"(array([16, 83]), array([46, 54]))"
134,"(array([64,  2]), array([  5, 118]))"
134,"(array([36, 91]), array([113,  21]))"
134,"(array([25, 80]), array([114, 118]))"
134,"(array([61, 11]), array([ 14, 105]))"
134,"(array([14, 73]), array([112,   2]))"
134,"(array([101,  15]), array([ 3, 46]))"
134,"(array([90, 46]), array([14, 19]))"
134,"(array([83, 34]), array([ 2, 39]))"
134,"(array([ 0, 28]), array([92, 27]))"
134,"(array([31, 93]), array([ 4, 18]))"
134,"(array([48, 14]), array([61, 40]))"
134,"(array([60, 83]), array([ 5, 74]))"
134,"(array([ 20, 110]), array([65, 31]))"
134,"(array([ 9, 44]), array([112,  10]))"
134,"(array([ 32, 111]), array([ 8, 28]))"
134,"(array([14, 79]), array([43, 48]))"
134,"(array([ 29, 115]), array([68,  2]))"
134,"(array([47, 30]), array([ 6, 78]))"
134,"(array([67, 41]), array([117,   4]))"
135,"(array([100,  62]), array([28, 75]))"
135,"(array([ 9, 86]), array([60,  2]))"
135,"(array([98,  9]), array([39, 67]))"
135,"(array([12, 89]), array([37, 70]))"
135,"(array([103,  62]), array([ 8, 56]))"
135,"(array([92, 47]), array([48, 63]))"
135,"(array([ 4, 80]), array([88, 50]))"
135,"(array([51,  1]), array([41, 58]))"
135,"(array([97, 14]), array([52,  4]))"
135,"(array([95, 58]), array([46,  9]))"
135,"(array([20, 16]), array([ 7, 86]))"
135,"(array([10,  7]), array([105,  59]))"
135,"(array([81, 11]), array([32, 10]))"
135,"(array([12,  0]), array([94,  9]))"
135,"(array([ 0, 68]), array([31, 20]))"
135,"(array([47, 44]), array([96, 23]))"
135,"(array([97, 22]), array([63, 14]))"
135,"(array([20, 89]), array([52, 13]))"
135,"(array([11, 89]), array([ 0, 71]))"
135,"(array([15, 84]), array([50,  9]))"
135,"(array([29, 12]), array([105,   4]))"
135,"(array([22, 10]), array([ 1, 67]))"
135,"(array([115,  41]), array([43, 49]))"
135,"(array([26, 78]), array([101,   0]))"
135,"(array([101,   0]), array([45, 68]))"
135,"(array([29,  6]), array([51, 66]))"
135,"(array([ 0, 84]), array([19,  0]))"
135,"(array([50, 20]), array([27, 85]))"
135,"(array([ 4, 73]), array([96, 64]))"
135,"(array([19, 63]), array([93, 20]))"
135,"(array([101,   5]), array([99, 87]))"
135,"(array([97, 12]), array([39, 19]))"
135,"(array([ 8, 16]), array([49, 61]))"
135,"(array([ 2, 88]), array([109,  29]))"
135,"(array([93, 15]), array([59, 61]))"
135,"(array([ 0, 12]), array([97, 27]))"
135,"(array([15, 58]), array([ 0, 17]))"
135,"(array([101,  10]), array([31, 65]))"
135,"(array([23, 16]), array([92, 15]))"
135,"(array([18, 81]), array([93, 15]))"
135,"(array([19,  2]), array([47, 54]))"
135,"(array([12, 16]), array([ 6, 84]))"
135,"(array([46, 63]), array([23,  7]))"
135,"(array([43, 48]), array([35, 20]))"
135,"(array([99, 57]), array([57, 13]))"
135,"(array([ 1, 68]), array([32, 11]))"
135,"(array([24,  4]), array([ 2, 90]))"
135,"(array([51, 14]), array([20, 80]))"
135,"(array([18, 43]), array([50, 16]))"
135,"(array([40, 55]), array([17,  3]))"
135,"(array([ 8, 77]), array([30, 19]))"
135,"(array([37,  0]), array([ 2, 59]))"
135,"(array([108,  57]), array([32, 17]))"
135,"(array([ 0, 91]), array([ 4, 15]))"
135,"(array([30,  0]), array([51, 57]))"
135,"(array([10,  4]), array([21, 88]))"
135,"(array([21,  6]), array([88, 47]))"
135,"(array([15,  9]), array([ 7, 89]))"
135,"(array([11, 52]), array([98, 85]))"
135,"(array([36,  7]), array([ 1, 92]))"
135,"(array([ 1, 73]), array([21, 12]))"
135,"(array([25, 14]), array([27, 76]))"
135,"(array([ 5, 75]), array([33, 20]))"
135,"(array([ 4, 68]), array([91, 48]))"
135,"(array([36, 86]), array([100,  86]))"
135,"(array([45,  8]), array([21, 61]))"
135,"(array([49,  3]), array([36, 59]))"
135,"(array([41, 85]), array([114,  35]))"
135,"(array([15, 48]), array([33, 12]))"
135,"(array([113,  59]), array([31, 72]))"
135,"(array([55, 61]), array([58, 14]))"
135,"(array([52,  2]), array([18, 61]))"
135,"(array([54, 66]), array([113,  59]))"
135,"(array([3, 9]), array([111,  32]))"
135,"(array([15, 78]), array([39, 12]))"
136,"(array([76, 69]), array([ 2, 32]))"
136,"(array([96, 79]), array([19, 34]))"
136,"(array([102,  66]), array([ 4, 26]))"
137,"(array([108,  49]), array([12, 63]))"
137,"(array([ 5, 16]), array([55,  7]))"
137,"(array([ 1, 84]), array([114,  62]))"
137,"(array([107, 105]), array([32, 81]))"
137,"(array([109,  62]), array([ 1, 28]))"
137,"(array([118,  66]), array([27, 34]))"
137,"(array([11, 28]), array([95, 90]))"
137,"(array([ 97, 111]), array([13, 50]))"
137,"(array([108,  79]), array([ 2, 27]))"
137,"(array([24, 59]), array([45,  0]))"
137,"(array([18, 52]), array([105,  83]))"
137,"(array([115,  13]), array([ 1, 46]))"
137,"(array([112, 104]), array([20, 27]))"
137,"(array([98, 92]), array([23, 13]))"
137,"(array([ 7, 56]), array([104,  65]))"
137,"(array([118,  20]), array([ 0, 35]))"
137,"(array([50, 25]), array([43, 89]))"
137,"(array([16, 56]), array([ 94, 106]))"
137,"(array([ 5, 53]), array([104,  60]))"
137,"(array([ 0, 11]), array([113,  52]))"
137,"(array([113,  66]), array([40, 76]))"
137,"(array([ 7, 69]), array([108,  58]))"
137,"(array([108,  64]), array([54, 21]))"
137,"(array([21, 32]), array([100,  96]))"
137,"(array([17, 53]), array([ 94, 111]))"
137,"(array([28, 58]), array([103,   8]))"
137,"(array([3, 8]), array([108,  65]))"
137,"(array([ 8, 18]), array([105,  75]))"
137,"(array([ 0, 81]), array([93, 95]))"
137,"(array([115,  71]), array([30, 81]))"
137,"(array([116,  20]), array([53, 19]))"
137,"(array([111,  76]), array([ 8, 18]))"
137,"(array([101,  61]), array([ 4, 51]))"
137,"(array([115,  97]), array([26, 47]))"
137,"(array([ 2, 12]), array([112,  63]))"
137,"(array([111,  90]), array([ 3, 39]))"
137,"(array([ 2, 45]), array([110,  44]))"
137,"(array([ 3, 56]), array([107,  60]))"
137,"(array([46, 32]), array([115,  86]))"
137,"(array([14, 11]), array([111,  73]))"
137,"(array([118,  94]), array([ 6, 52]))"
137,"(array([103,  91]), array([50,  8]))"
137,"(array([113,  23]), array([ 3, 53]))"
137,"(array([116,  38]), array([19, 19]))"
137,"(array([115, 101]), array([ 6, 65]))"
137,"(array([41, 73]), array([101,  99]))"
137,"(array([97, 83]), array([19, 34]))"
137,"(array([109,  54]), array([ 5, 63]))"
137,"(array([28, 64]), array([111,  16]))"
137,"(array([27, 53]), array([110,  82]))"
137,"(array([ 3, 59]), array([115,  14]))"
137,"(array([110,  22]), array([ 4, 64]))"
137,"(array([100,  61]), array([21, 59]))"
137,"(array([27, 83]), array([97, 75]))"
137,"(array([22, 56]), array([101,  54]))"
137,"(array([109,  71]), array([26, 67]))"
137,"(array([ 3, 11]), array([45, 84]))"
137,"(array([ 8, 33]), array([116,  37]))"
137,"(array([45, 74]), array([118,  66]))"
137,"(array([44, 34]), array([100, 105]))"
137,"(array([114, 101]), array([ 6, 24]))"
137,"(array([ 4, 28]), array([107,  15]))"
137,"(array([115,  17]), array([ 1, 65]))"
137,"(array([17, 29]), array([113,  10]))"
137,"(array([22, 25]), array([114,   6]))"
137,"(array([112,   8]), array([43, 20]))"
137,"(array([ 3, 42]), array([102,  91]))"
137,"(array([33, 57]), array([104, 106]))"
138,"(array([12, 78]), array([ 67, 115]))"
139,"(array([58, 27]), array([42, 79]))"
139,"(array([61, 22]), array([30, 74]))"
139,"(array([20, 31]), array([60, 75]))"
139,"(array([76,  6]), array([23, 82]))"
139,"(array([39, 20]), array([58, 65]))"
139,"(array([71, 71]), array([87, 17]))"
139,"(array([92, 88]), array([73, 19]))"
139,"(array([49, 22]), array([43, 68]))"
139,"(array([27, 84]), array([ 5, 36]))"
139,"(array([89,  1]), array([ 5, 27]))"
139,"(array([52, 27]), array([45, 66]))"
139,"(array([42, 86]), array([28, 22]))"
139,"(array([13, 47]), array([71, 64]))"
139,"(array([47, 65]), array([12, 14]))"
139,"(array([53, 21]), array([68, 80]))"
139,"(array([43,  7]), array([74,  8]))"
139,"(array([26, 63]), array([17, 17]))"
139,"(array([116,  20]), array([31, 21]))"
139,"(array([56, 59]), array([78, 13]))"
139,"(array([42, 70]), array([12, 36]))"
139,"(array([53, 63]), array([47, 27]))"
139,"(array([83,  4]), array([ 7, 25]))"
139,"(array([43,  9]), array([80, 80]))"
139,"(array([40, 73]), array([78,  2]))"
139,"(array([63, 73]), array([55, 31]))"
139,"(array([83, 13]), array([74, 67]))"
139,"(array([77,  2]), array([61, 75]))"
139,"(array([32, 23]), array([41, 69]))"
139,"(array([60, 18]), array([45, 81]))"
139,"(array([ 9, 53]), array([58, 78]))"
139,"(array([68, 68]), array([14,  2]))"
139,"(array([ 96, 101]), array([29, 59]))"
139,"(array([53, 72]), array([17, 27]))"
139,"(array([76, 11]), array([78, 84]))"
139,"(array([90,  3]), array([41, 73]))"
139,"(array([41, 86]), array([ 5, 36]))"
139,"(array([68, 15]), array([55, 81]))"
14,"(array([28, 72]), array([96,  0]))"
14,"(array([92, 18]), array([108,  33]))"
140,"(array([112, 103]), array([80, 12]))"
140,"(array([23, 34]), array([ 2, 12]))"
140,"(array([42, 51]), array([77, 14]))"
140,"(array([ 9, 10]), array([25, 82]))"
140,"(array([114,  47]), array([76,  0]))"
141,"(array([116,   3]), array([60, 63]))"
141,"(array([38, 94]), array([16, 40]))"
141,"(array([71, 31]), array([49, 86]))"
141,"(array([ 8, 53]), array([ 71, 105]))"
141,"(array([12, 97]), array([20, 17]))"
141,"(array([107,  60]), array([ 18, 111]))"
141,"(array([15, 96]), array([62, 19]))"
141,"(array([38,  9]), array([88,  1]))"
141,"(array([113,  25]), array([11, 33]))"
141,"(array([ 68, 103]), array([25, 25]))"
141,"(array([111,  58]), array([ 69, 105]))"
141,"(array([109,  97]), array([ 34, 109]))"
141,"(array([ 17, 116]), array([81, 37]))"
141,"(array([34, 60]), array([ 69, 108]))"
141,"(array([ 65, 118]), array([84, 14]))"
141,"(array([19, 97]), array([ 7, 44]))"
141,"(array([73, 25]), array([ 46, 103]))"
141,"(array([ 27, 110]), array([115,  15]))"
141,"(array([99, 92]), array([  6, 108]))"
141,"(array([64,  9]), array([32, 13]))"
141,"(array([35, 50]), array([50, 97]))"
141,"(array([ 32, 115]), array([36, 23]))"
141,"(array([ 17, 110]), array([72, 63]))"
141,"(array([101,  77]), array([ 28, 105]))"
141,"(array([31, 32]), array([108,  85]))"
141,"(array([ 44, 117]), array([77, 59]))"
141,"(array([  9, 108]), array([46, 10]))"
141,"(array([51, 21]), array([116,  54]))"
141,"(array([82, 23]), array([  8, 100]))"
141,"(array([117,   8]), array([40, 94]))"
141,"(array([ 4, 38]), array([ 7, 49]))"
142,"(array([77, 12]), array([ 1, 60]))"
142,"(array([ 6, 90]), array([71, 51]))"
142,"(array([52, 26]), array([ 1, 50]))"
142,"(array([ 67, 108]), array([88, 38]))"
142,"(array([ 8, 55]), array([63, 32]))"
142,"(array([114,  38]), array([ 31, 110]))"
142,"(array([101, 103]), array([  6, 107]))"
142,"(array([ 91, 107]), array([60, 10]))"
142,"(array([110,  18]), array([13, 89]))"
142,"(array([101,  36]), array([ 3, 47]))"
142,"(array([11, 29]), array([ 90, 111]))"
142,"(array([ 12, 104]), array([54, 83]))"
142,"(array([ 85, 112]), array([59, 32]))"
142,"(array([101,  25]), array([ 89, 112]))"
142,"(array([ 92, 104]), array([107,   3]))"
142,"(array([94, 38]), array([10, 51]))"
142,"(array([52, 38]), array([ 13, 106]))"
142,"(array([43, 42]), array([ 26, 113]))"
142,"(array([109,  17]), array([ 7, 29]))"
142,"(array([ 0, 44]), array([49, 51]))"
142,"(array([4, 8]), array([44, 55]))"
142,"(array([83, 41]), array([ 92, 107]))"
142,"(array([69, 16]), array([ 2, 26]))"
142,"(array([44, 47]), array([ 11, 110]))"
142,"(array([90, 37]), array([13,  5]))"
142,"(array([77, 44]), array([59, 17]))"
142,"(array([ 1, 99]), array([99, 52]))"
142,"(array([ 0, 80]), array([52, 56]))"
142,"(array([113,  89]), array([  5, 114]))"
142,"(array([ 7, 76]), array([ 82, 106]))"
142,"(array([75, 55]), array([106, 108]))"
142,"(array([91,  2]), array([ 2, 14]))"
142,"(array([69, 52]), array([14, 89]))"
142,"(array([ 0, 67]), array([52, 43]))"
142,"(array([114,  24]), array([ 0, 91]))"
142,"(array([110,  84]), array([ 9, 79]))"
142,"(array([93, 63]), array([ 5, 27]))"
142,"(array([86, 60]), array([ 5, 67]))"
142,"(array([109,  86]), array([ 92, 111]))"
142,"(array([98,  2]), array([ 27, 116]))"
142,"(array([114,  60]), array([ 4, 86]))"
142,"(array([ 32, 115]), array([114,  84]))"
142,"(array([113,  34]), array([  4, 107]))"
142,"(array([96, 59]), array([62, 86]))"
142,"(array([89, 54]), array([88,  3]))"
142,"(array([93, 33]), array([ 19, 103]))"
142,"(array([104,  17]), array([ 1, 23]))"
142,"(array([92, 34]), array([110, 111]))"
142,"(array([4, 2]), array([113,  42]))"
142,"(array([ 6, 37]), array([108,  67]))"
142,"(array([ 3, 29]), array([12, 19]))"
142,"(array([60, 55]), array([83,  4]))"
142,"(array([  7, 102]), array([7, 6]))"
142,"(array([ 97, 112]), array([84, 69]))"
142,"(array([ 1, 43]), array([108,  38]))"
142,"(array([3, 6]), array([72, 56]))"
142,"(array([ 4, 95]), array([50, 49]))"
144,"(array([ 1, 30]), array([69, 50]))"
144,"(array([84, 15]), array([35, 11]))"
144,"(array([109, 117]), array([ 83, 105]))"
144,"(array([69, 79]), array([111,  25]))"
145,"(array([56, 42]), array([108,   9]))"
146,"(array([ 85, 114]), array([109,  19]))"
146,"(array([72, 13]), array([ 70, 102]))"
146,"(array([22,  5]), array([ 88, 117]))"
146,"(array([30, 77]), array([ 4, 13]))"
146,"(array([ 17, 118]), array([72, 48]))"
146,"(array([14, 86]), array([94,  5]))"
146,"(array([106, 116]), array([54, 45]))"
146,"(array([ 25, 117]), array([49, 35]))"
146,"(array([110, 105]), array([24,  1]))"
146,"(array([ 30, 105]), array([86, 29]))"
146,"(array([ 53, 109]), array([48, 35]))"
146,"(array([103,  12]), array([108, 110]))"
146,"(array([50, 35]), array([ 64, 114]))"
146,"(array([42, 81]), array([111,   7]))"
146,"(array([64, 98]), array([40,  2]))"
146,"(array([87, 39]), array([20, 78]))"
146,"(array([ 12, 106]), array([47, 34]))"
146,"(array([ 69, 109]), array([ 5, 11]))"
146,"(array([26, 98]), array([45,  4]))"
147,"(array([ 77, 115]), array([76, 92]))"
148,"(array([110,  96]), array([85, 18]))"
148,"(array([100,  48]), array([39, 19]))"
148,"(array([42, 90]), array([89, 46]))"
148,"(array([103,  10]), array([60, 10]))"
148,"(array([43, 21]), array([ 84, 106]))"
148,"(array([56, 38]), array([99, 79]))"
148,"(array([6, 9]), array([86, 92]))"
148,"(array([ 87, 112]), array([31, 23]))"
148,"(array([50, 38]), array([117, 104]))"
148,"(array([111, 116]), array([89, 83]))"
148,"(array([12, 33]), array([85,  4]))"
148,"(array([105,  70]), array([114,  92]))"
148,"(array([14, 19]), array([94,  2]))"
148,"(array([35,  9]), array([89, 41]))"
148,"(array([52, 11]), array([ 2, 40]))"
148,"(array([78, 39]), array([41, 99]))"
148,"(array([93, 71]), array([49, 16]))"
148,"(array([ 94, 111]), array([ 8, 30]))"
148,"(array([102, 105]), array([59, 40]))"
148,"(array([38, 42]), array([ 91, 111]))"
148,"(array([11, 52]), array([88, 82]))"
148,"(array([104,  15]), array([ 6, 41]))"
148,"(array([89,  9]), array([43, 12]))"
148,"(array([97, 74]), array([25, 17]))"
148,"(array([32, 24]), array([91, 87]))"
148,"(array([41, 95]), array([44, 42]))"
148,"(array([50, 90]), array([89, 66]))"
148,"(array([39, 43]), array([103, 112]))"
148,"(array([58, 12]), array([ 77, 107]))"
148,"(array([114,  87]), array([36, 12]))"
148,"(array([29, 34]), array([91, 64]))"
148,"(array([90, 82]), array([37, 44]))"
148,"(array([87, 69]), array([47, 20]))"
148,"(array([58,  6]), array([92, 70]))"
148,"(array([56, 30]), array([96, 60]))"
148,"(array([ 76, 102]), array([12, 19]))"
148,"(array([109,  16]), array([10, 32]))"
148,"(array([117,  46]), array([53,  8]))"
148,"(array([ 6, 46]), array([98, 96]))"
148,"(array([111, 115]), array([24,  8]))"
148,"(array([95, 16]), array([21, 28]))"
148,"(array([53, 30]), array([94, 52]))"
148,"(array([116, 108]), array([36, 36]))"
148,"(array([23, 23]), array([46, 88]))"
148,"(array([109,  95]), array([41, 34]))"
148,"(array([35,  9]), array([82,  9]))"
148,"(array([16, 31]), array([110,  29]))"
148,"(array([32, 18]), array([83, 32]))"
148,"(array([95, 11]), array([16, 19]))"
148,"(array([84,  5]), array([ 4, 27]))"
148,"(array([48,  8]), array([101,  34]))"
148,"(array([92, 77]), array([21, 20]))"
148,"(array([107,  95]), array([47, 22]))"
148,"(array([ 8, 28]), array([100, 107]))"
148,"(array([57,  6]), array([94, 88]))"
148,"(array([24, 12]), array([ 91, 115]))"
148,"(array([53, 52]), array([112,  93]))"
148,"(array([25,  8]), array([82, 81]))"
148,"(array([102,  23]), array([57, 94]))"
148,"(array([ 5, 22]), array([104, 110]))"
149,"(array([ 78, 114]), array([113,  91]))"
15,"(array([111,  25]), array([65, 26]))"
15,"(array([ 24, 116]), array([101,  93]))"
15,"(array([ 25, 105]), array([110,  88]))"
15,"(array([92, 40]), array([95, 78]))"
15,"(array([ 19, 117]), array([73,  7]))"
15,"(array([22, 94]), array([112,  15]))"
15,"(array([35, 77]), array([97, 93]))"
15,"(array([ 11, 114]), array([103,   6]))"
15,"(array([2, 9]), array([103, 101]))"
15,"(array([46, 48]), array([63, 23]))"
15,"(array([116,   2]), array([67, 19]))"
15,"(array([96, 73]), array([69, 11]))"
15,"(array([68, 50]), array([98, 86]))"
150,"(array([102,  17]), array([74,  1]))"
150,"(array([19, 13]), array([18, 71]))"
152,"(array([90, 25]), array([54,  6]))"
152,"(array([79, 77]), array([93,  1]))"
152,"(array([ 45, 105]), array([4, 6]))"
153,"(array([  0, 113]), array([15,  6]))"
157,"(array([ 45, 107]), array([113,  38]))"
158,"(array([ 18, 114]), array([39,  1]))"
159,"(array([110,  90]), array([ 16, 112]))"
159,"(array([75, 70]), array([  8, 117]))"
159,"(array([33, 54]), array([114,  89]))"
159,"(array([99, 74]), array([16, 55]))"
159,"(array([12, 67]), array([117,  68]))"
159,"(array([14, 38]), array([117,  49]))"
160,"(array([18, 94]), array([93,  0]))"
161,"(array([27, 64]), array([ 98, 109]))"
161,"(array([42, 38]), array([ 87, 118]))"
161,"(array([27, 45]), array([ 96, 108]))"
161,"(array([ 73, 106]), array([14, 16]))"
161,"(array([ 3, 87]), array([26, 38]))"
161,"(array([ 8, 74]), array([ 75, 104]))"
161,"(array([63, 38]), array([100,  81]))"
161,"(array([32, 59]), array([92, 89]))"
161,"(array([ 6, 74]), array([49, 31]))"
161,"(array([97, 79]), array([14,  0]))"
161,"(array([29, 47]), array([112,  74]))"
161,"(array([101,  99]), array([67, 65]))"
161,"(array([54, 51]), array([ 73, 108]))"
161,"(array([77,  0]), array([ 21, 102]))"
161,"(array([19, 96]), array([ 94, 103]))"
161,"(array([92, 32]), array([19, 53]))"
161,"(array([ 94, 102]), array([24, 91]))"
161,"(array([34, 32]), array([95, 97]))"
161,"(array([118,  79]), array([34,  8]))"
161,"(array([88, 97]), array([91, 63]))"
161,"(array([ 87, 106]), array([87, 60]))"
161,"(array([103,  72]), array([15,  2]))"
161,"(array([45, 71]), array([102,  91]))"
161,"(array([50,  4]), array([28,  5]))"
161,"(array([74,  3]), array([ 73, 109]))"
161,"(array([114,  84]), array([37, 29]))"
161,"(array([39, 26]), array([89, 83]))"
161,"(array([ 98, 115]), array([86, 43]))"
161,"(array([104,  97]), array([26, 15]))"
161,"(array([29,  6]), array([ 74, 117]))"
161,"(array([99, 82]), array([18, 31]))"
161,"(array([32, 56]), array([50, 14]))"
161,"(array([ 91, 105]), array([69, 60]))"
161,"(array([ 88, 102]), array([38, 14]))"
161,"(array([29, 70]), array([ 88, 104]))"
161,"(array([51, 18]), array([ 9, 74]))"
162,"(array([25, 15]), array([ 50, 113]))"
162,"(array([80, 71]), array([22, 23]))"
163,"(array([103,  19]), array([16, 38]))"
163,"(array([114,  41]), array([94, 47]))"
163,"(array([93, 24]), array([71, 40]))"
164,"(array([56, 93]), array([104,  96]))"
165,"(array([69, 62]), array([61,  2]))"
165,"(array([51,  2]), array([114,  71]))"
165,"(array([52, 12]), array([16, 99]))"
165,"(array([112,  99]), array([ 9, 77]))"
165,"(array([ 92, 106]), array([  7, 114]))"
165,"(array([13, 89]), array([65, 95]))"
165,"(array([60,  2]), array([66, 98]))"
165,"(array([50,  4]), array([101,  70]))"
165,"(array([97, 85]), array([  4, 118]))"
165,"(array([114,  85]), array([ 2, 78]))"
165,"(array([ 84, 112]), array([12, 94]))"
165,"(array([83, 90]), array([ 16, 104]))"
165,"(array([ 12, 102]), array([ 98, 110]))"
165,"(array([109, 102]), array([16, 99]))"
165,"(array([99, 16]), array([11, 81]))"
165,"(array([13, 74]), array([98,  6]))"
165,"(array([38, 11]), array([108,  74]))"
165,"(array([ 98, 109]), array([72, 69]))"
165,"(array([16, 80]), array([76, 99]))"
165,"(array([30,  7]), array([ 7, 87]))"
165,"(array([104, 112]), array([ 10, 103]))"
165,"(array([51,  6]), array([90, 75]))"
165,"(array([ 6, 70]), array([107,  82]))"
165,"(array([ 77, 104]), array([33, 11]))"
165,"(array([26, 20]), array([89,  6]))"
165,"(array([107,  31]), array([28, 15]))"
165,"(array([111,  71]), array([34, 11]))"
165,"(array([90, 12]), array([11, 79]))"
165,"(array([21, 68]), array([104,  66]))"
165,"(array([30, 15]), array([106,   9]))"
165,"(array([59,  4]), array([  5, 117]))"
165,"(array([111,  67]), array([83, 80]))"
165,"(array([70, 78]), array([97,  8]))"
165,"(array([ 77, 107]), array([102,  23]))"
165,"(array([ 79, 112]), array([94,  6]))"
165,"(array([  9, 114]), array([112, 114]))"
165,"(array([102,  98]), array([24,  0]))"
165,"(array([19, 96]), array([110,  75]))"
165,"(array([85, 91]), array([86, 18]))"
165,"(array([ 7, 84]), array([114, 106]))"
165,"(array([ 81, 111]), array([ 1, 75]))"
165,"(array([ 1, 69]), array([76, 88]))"
165,"(array([105,  30]), array([74, 89]))"
165,"(array([105,  30]), array([ 73, 112]))"
165,"(array([  7, 100]), array([ 95, 111]))"
165,"(array([110,  28]), array([  8, 115]))"
165,"(array([105,  17]), array([38, 11]))"
165,"(array([ 85, 104]), array([15, 65]))"
165,"(array([118, 103]), array([96, 22]))"
165,"(array([26, 12]), array([ 67, 111]))"
165,"(array([117,  98]), array([  7, 105]))"
165,"(array([ 17, 102]), array([95, 15]))"
165,"(array([  8, 109]), array([39,  6]))"
165,"(array([87, 20]), array([55,  6]))"
165,"(array([ 64, 118]), array([57, 12]))"
165,"(array([ 13, 105]), array([99, 82]))"
165,"(array([94, 87]), array([87, 22]))"
165,"(array([97, 91]), array([101,  11]))"
165,"(array([ 96, 117]), array([15, 83]))"
165,"(array([107,  27]), array([86, 93]))"
165,"(array([  5, 107]), array([ 69, 118]))"
165,"(array([ 98, 103]), array([33, 13]))"
165,"(array([115,  75]), array([  4, 108]))"
165,"(array([106,  19]), array([ 87, 106]))"
165,"(array([98,  5]), array([73, 97]))"
165,"(array([ 3, 75]), array([97, 97]))"
165,"(array([ 2, 78]), array([107,  99]))"
165,"(array([104,   8]), array([19, 66]))"
165,"(array([31, 13]), array([99, 85]))"
165,"(array([83, 96]), array([13, 87]))"
165,"(array([28,  2]), array([0, 1]))"
165,"(array([15, 73]), array([116,  69]))"
165,"(array([49,  3]), array([105,  27]))"
165,"(array([28,  9]), array([98, 75]))"
165,"(array([ 3, 69]), array([65, 84]))"
165,"(array([18, 95]), array([115, 110]))"
165,"(array([88, 90]), array([48, 37]))"
165,"(array([88, 90]), array([28, 12]))"
165,"(array([102,  20]), array([115, 105]))"
165,"(array([115,  72]), array([11, 79]))"
165,"(array([ 64, 111]), array([58, 77]))"
165,"(array([ 3, 78]), array([83, 80]))"
165,"(array([  4, 102]), array([68, 90]))"
165,"(array([115,  65]), array([98, 18]))"
165,"(array([17, 77]), array([95, 97]))"
165,"(array([ 81, 101]), array([ 2, 73]))"
165,"(array([89, 80]), array([  5, 108]))"
165,"(array([118, 112]), array([ 7, 89]))"
166,"(array([97, 17]), array([48, 17]))"
166,"(array([49, 33]), array([19, 70]))"
166,"(array([102,  18]), array([ 19, 101]))"
166,"(array([93, 19]), array([31, 80]))"
166,"(array([48, 38]), array([95,  0]))"
166,"(array([28, 67]), array([105,  54]))"
166,"(array([43, 82]), array([89, 56]))"
166,"(array([57, 27]), array([118,  44]))"
166,"(array([26, 81]), array([90,  5]))"
166,"(array([101,  61]), array([43, 80]))"
166,"(array([109,  14]), array([ 39, 100]))"
166,"(array([57, 56]), array([105,  36]))"
166,"(array([102,  43]), array([52, 17]))"
166,"(array([35, 85]), array([115,  11]))"
166,"(array([57, 41]), array([107,   7]))"
166,"(array([31, 92]), array([112,  26]))"
166,"(array([89, 51]), array([42, 81]))"
166,"(array([94, 40]), array([12, 92]))"
166,"(array([46, 77]), array([113,  41]))"
166,"(array([ 11, 108]), array([90, 18]))"
