image_number,number_of_paths
165,"(array([ 17, 102]), array([67, 64]))"
165,"(array([ 6, 99]), array([28,  2]))"
165,"(array([106,   5]), array([94, 96]))"
165,"(array([ 6, 97]), array([29, 10]))"
165,"(array([105, 105]), array([60,  1]))"
165,"(array([46,  1]), array([102, 117]))"
165,"(array([74, 95]), array([24, 12]))"
165,"(array([  9, 113]), array([117,  90]))"
165,"(array([18, 64]), array([104, 100]))"
165,"(array([61,  5]), array([108,  73]))"
165,"(array([ 73, 108]), array([ 3, 85]))"
165,"(array([110,  26]), array([38, 10]))"
165,"(array([102,  98]), array([  7, 113]))"
165,"(array([73, 59]), array([ 3, 91]))"
165,"(array([ 79, 105]), array([111,  83]))"
165,"(array([39,  1]), array([116,  68]))"
165,"(array([ 84, 105]), array([ 4, 76]))"
165,"(array([ 5, 75]), array([90, 17]))"
165,"(array([39,  2]), array([  7, 116]))"
165,"(array([96, 72]), array([21, 23]))"
165,"(array([  7, 104]), array([78, 87]))"
165,"(array([88,  9]), array([ 76, 105]))"
165,"(array([ 3, 93]), array([106, 101]))"
165,"(array([16, 97]), array([104,  22]))"
165,"(array([30,  5]), array([82, 90]))"
165,"(array([108,  29]), array([ 6, 89]))"
165,"(array([116,  70]), array([18, 92]))"
165,"(array([  6, 116]), array([ 61, 113]))"
165,"(array([18, 68]), array([ 91, 106]))"
165,"(array([102, 100]), array([88, 15]))"
165,"(array([101,   5]), array([ 94, 100]))"
165,"(array([113,  72]), array([87,  6]))"
165,"(array([105,  87]), array([  0, 114]))"
165,"(array([  3, 117]), array([110, 104]))"
165,"(array([97, 90]), array([12, 78]))"
165,"(array([13, 97]), array([117, 111]))"
165,"(array([117,  79]), array([14, 83]))"
165,"(array([108, 100]), array([25, 19]))"
165,"(array([ 9, 90]), array([92, 11]))"
165,"(array([116,  65]), array([0, 0]))"
165,"(array([  1, 101]), array([ 79, 104]))"
165,"(array([ 82, 106]), array([24, 23]))"
165,"(array([99, 26]), array([115, 114]))"
165,"(array([78, 97]), array([96,  5]))"
165,"(array([117,  92]), array([106,  29]))"
165,"(array([22, 10]), array([  4, 106]))"
165,"(array([14, 76]), array([114,  98]))"
165,"(array([60,  5]), array([ 71, 107]))"
165,"(array([33,  7]), array([ 96, 112]))"
165,"(array([ 9, 75]), array([ 98, 118]))"
165,"(array([ 16, 103]), array([80, 94]))"
165,"(array([ 88, 109]), array([11, 89]))"
165,"(array([25,  6]), array([ 97, 107]))"
165,"(array([114,  97]), array([28,  6]))"
165,"(array([ 1, 84]), array([30,  9]))"
165,"(array([ 98, 103]), array([15, 88]))"
165,"(array([ 70, 112]), array([39,  7]))"
166,"(array([112,  38]), array([ 44, 104]))"
166,"(array([95, 60]), array([54, 66]))"
166,"(array([20, 57]), array([112,  36]))"
166,"(array([34, 74]), array([86,  8]))"
166,"(array([112,  41]), array([55, 94]))"
166,"(array([107,  48]), array([28, 64]))"
166,"(array([102,  60]), array([106,   2]))"
166,"(array([55, 28]), array([112,  53]))"
166,"(array([95,  4]), array([ 91, 112]))"
166,"(array([112,  55]), array([36, 82]))"
166,"(array([95, 49]), array([16, 71]))"
166,"(array([51,  9]), array([88, 15]))"
166,"(array([ 53, 101]), array([92,  5]))"
166,"(array([110, 116]), array([101,  36]))"
166,"(array([36, 11]), array([114,  11]))"
166,"(array([117,   3]), array([26, 95]))"
166,"(array([111,  31]), array([30, 43]))"
166,"(array([113,  44]), array([ 20, 102]))"
166,"(array([101,  12]), array([28, 59]))"
166,"(array([118,  38]), array([37,  9]))"
166,"(array([91, 46]), array([28,  9]))"
166,"(array([103,   3]), array([47, 60]))"
166,"(array([99, 42]), array([ 80, 100]))"
17,"(array([42, 84]), array([ 6, 83]))"
170,"(array([ 22, 103]), array([6, 1]))"
170,"(array([93, 59]), array([59,  4]))"
170,"(array([87, 68]), array([30, 48]))"
170,"(array([106,  15]), array([86, 68]))"
170,"(array([34, 36]), array([92, 68]))"
170,"(array([14, 60]), array([107,   2]))"
170,"(array([ 36, 118]), array([102,  50]))"
170,"(array([110,  49]), array([ 28, 105]))"
170,"(array([23, 42]), array([82, 51]))"
170,"(array([97, 49]), array([92,  9]))"
171,"(array([74, 54]), array([111,   3]))"
171,"(array([89, 16]), array([117,  57]))"
171,"(array([45, 17]), array([13, 15]))"
171,"(array([83, 11]), array([ 58, 115]))"
171,"(array([83, 74]), array([113,  12]))"
171,"(array([ 78, 111]), array([58, 14]))"
171,"(array([ 65, 104]), array([15, 14]))"
171,"(array([ 55, 110]), array([117,  35]))"
171,"(array([ 0, 13]), array([72, 39]))"
171,"(array([118,  65]), array([ 44, 109]))"
171,"(array([21, 15]), array([110,  38]))"
171,"(array([76, 79]), array([ 68, 117]))"
171,"(array([116,  49]), array([ 48, 115]))"
171,"(array([ 5, 18]), array([71, 10]))"
171,"(array([84, 28]), array([114,  19]))"
171,"(array([75, 23]), array([117, 100]))"
171,"(array([116,  20]), array([ 72, 106]))"
171,"(array([117,  19]), array([112,   3]))"
171,"(array([117,  43]), array([89, 72]))"
171,"(array([83, 40]), array([113,  50]))"
171,"(array([77, 50]), array([ 84, 114]))"
171,"(array([78, 84]), array([ 5, 16]))"
171,"(array([76, 64]), array([26, 18]))"
171,"(array([75, 51]), array([  5, 108]))"
171,"(array([115,  28]), array([74, 31]))"
171,"(array([118,  24]), array([80, 47]))"
174,"(array([51, 97]), array([100,  36]))"
174,"(array([38, 23]), array([117,  76]))"
174,"(array([109,   0]), array([50, 10]))"
174,"(array([ 48, 112]), array([102,  42]))"
174,"(array([110, 104]), array([ 51, 107]))"
174,"(array([32, 16]), array([90, 15]))"
174,"(array([97, 56]), array([40,  3]))"
174,"(array([ 40, 110]), array([87, 91]))"
174,"(array([24, 19]), array([108,  59]))"
174,"(array([ 91, 103]), array([44, 26]))"
174,"(array([50, 81]), array([92, 30]))"
174,"(array([34, 74]), array([93, 20]))"
174,"(array([50, 59]), array([ 85, 100]))"
174,"(array([30, 83]), array([93, 26]))"
174,"(array([115,  37]), array([41, 93]))"
174,"(array([32, 29]), array([105,   9]))"
174,"(array([47, 45]), array([107, 108]))"
174,"(array([ 97, 111]), array([52, 31]))"
174,"(array([20, 68]), array([101,  97]))"
174,"(array([96, 26]), array([27, 65]))"
174,"(array([118,  71]), array([27, 28]))"
174,"(array([40, 11]), array([114,  88]))"
174,"(array([114,  17]), array([45, 87]))"
174,"(array([21,  1]), array([101,  28]))"
174,"(array([42, 29]), array([ 94, 115]))"
174,"(array([109, 112]), array([30, 95]))"
174,"(array([51, 14]), array([95, 22]))"
176,"(array([25, 39]), array([84, 83]))"
176,"(array([91, 76]), array([ 2, 88]))"
176,"(array([28, 13]), array([82, 93]))"
176,"(array([58,  8]), array([18, 78]))"
176,"(array([33, 92]), array([14,  0]))"
176,"(array([117,  95]), array([100,  10]))"
178,"(array([83, 45]), array([97,  1]))"
178,"(array([11, 22]), array([ 1, 79]))"
179,"(array([ 97, 114]), array([36, 49]))"
18,"(array([82, 49]), array([ 0, 93]))"
181,"(array([ 6, 49]), array([72, 96]))"
181,"(array([ 64, 104]), array([95,  9]))"
181,"(array([55, 53]), array([113, 101]))"
181,"(array([96, 56]), array([ 93, 102]))"
181,"(array([118,   9]), array([ 66, 114]))"
181,"(array([ 62, 100]), array([73, 14]))"
181,"(array([117,  88]), array([ 5, 50]))"
181,"(array([64, 50]), array([ 86, 116]))"
181,"(array([71, 49]), array([85, 99]))"
181,"(array([ 5, 43]), array([ 53, 117]))"
181,"(array([36, 96]), array([12, 16]))"
181,"(array([20, 31]), array([60, 53]))"
181,"(array([102, 109]), array([70, 12]))"
181,"(array([ 73, 108]), array([112,  12]))"
181,"(array([91,  5]), array([ 84, 102]))"
181,"(array([117, 105]), array([90, 36]))"
181,"(array([ 7, 37]), array([84, 35]))"
181,"(array([ 9, 29]), array([66, 98]))"
181,"(array([96, 34]), array([54, 95]))"
181,"(array([111,  53]), array([28, 98]))"
181,"(array([39, 94]), array([89,  4]))"
181,"(array([ 74, 112]), array([94, 15]))"
181,"(array([103,  99]), array([18,  5]))"
181,"(array([ 19, 108]), array([20, 36]))"
181,"(array([109,  13]), array([ 1, 23]))"
181,"(array([60, 46]), array([59, 94]))"
181,"(array([89, 93]), array([13,  0]))"
181,"(array([111,   8]), array([ 76, 116]))"
181,"(array([61, 50]), array([ 58, 102]))"
181,"(array([ 0, 48]), array([61, 58]))"
181,"(array([62, 49]), array([ 78, 111]))"
181,"(array([117,  48]), array([ 42, 106]))"
181,"(array([110, 102]), array([60, 50]))"
181,"(array([ 6, 32]), array([117,   0]))"
181,"(array([104, 105]), array([11, 21]))"
181,"(array([ 51, 111]), array([21, 37]))"
181,"(array([51, 90]), array([42, 99]))"
181,"(array([ 6, 25]), array([92, 58]))"
181,"(array([73, 49]), array([103,  88]))"
181,"(array([82, 53]), array([38, 92]))"
181,"(array([108,  34]), array([ 90, 110]))"
181,"(array([ 4, 11]), array([65, 54]))"
181,"(array([96, 15]), array([25, 15]))"
181,"(array([108,  44]), array([ 0, 22]))"
181,"(array([16, 91]), array([79, 53]))"
181,"(array([ 9, 19]), array([111,  96]))"
181,"(array([96, 51]), array([14, 28]))"
181,"(array([8, 7]), array([30, 94]))"
181,"(array([ 99, 113]), array([60, 53]))"
181,"(array([ 3, 27]), array([93, 38]))"
181,"(array([109,  14]), array([102,  89]))"
181,"(array([37, 56]), array([ 33, 107]))"
181,"(array([102,  96]), array([73, 45]))"
181,"(array([61, 97]), array([ 2, 40]))"
181,"(array([ 5, 36]), array([111,  44]))"
181,"(array([44, 98]), array([7, 0]))"
181,"(array([ 80, 105]), array([70,  4]))"
181,"(array([107,  32]), array([10, 14]))"
181,"(array([ 2, 26]), array([61, 45]))"
181,"(array([115,  10]), array([93, 95]))"
181,"(array([57, 95]), array([100,   8]))"
181,"(array([113,  19]), array([74, 87]))"
181,"(array([88, 99]), array([ 3, 20]))"
181,"(array([10,  1]), array([ 94, 110]))"
181,"(array([116,  14]), array([89, 40]))"
181,"(array([87, 41]), array([ 5, 17]))"
181,"(array([101, 110]), array([99, 52]))"
181,"(array([20, 32]), array([116,  16]))"
182,"(array([11, 72]), array([48, 61]))"
182,"(array([19, 40]), array([96, 88]))"
185,"(array([19, 89]), array([116,   4]))"
188,"(array([111,  57]), array([17, 96]))"
188,"(array([ 91, 101]), array([ 2, 15]))"
188,"(array([  6, 109]), array([ 84, 100]))"
188,"(array([29, 76]), array([ 0, 13]))"
188,"(array([ 1, 46]), array([ 0, 20]))"
188,"(array([ 5, 69]), array([101,  71]))"
188,"(array([95, 95]), array([108,   0]))"
188,"(array([50, 83]), array([96, 53]))"
188,"(array([33,  0]), array([58, 63]))"
188,"(array([29, 49]), array([97, 72]))"
188,"(array([22, 60]), array([111,  14]))"
188,"(array([79, 32]), array([44, 61]))"
188,"(array([21, 51]), array([  0, 115]))"
188,"(array([44, 59]), array([ 87, 107]))"
188,"(array([ 4, 63]), array([113,  59]))"
188,"(array([ 4, 64]), array([92, 99]))"
188,"(array([42, 43]), array([112, 116]))"
188,"(array([43, 66]), array([109,  78]))"
188,"(array([83, 37]), array([14, 38]))"
188,"(array([26, 93]), array([106,  69]))"
188,"(array([35, 93]), array([80, 24]))"
188,"(array([84, 40]), array([105,  46]))"
188,"(array([39, 85]), array([108,  45]))"
188,"(array([ 10, 109]), array([100,  45]))"
188,"(array([89, 63]), array([29, 68]))"
188,"(array([91, 68]), array([19, 42]))"
188,"(array([39, 82]), array([ 85, 114]))"
188,"(array([37, 50]), array([81, 44]))"
188,"(array([104,  56]), array([ 2, 20]))"
188,"(array([96, 28]), array([  8, 111]))"
188,"(array([ 7, 51]), array([74, 44]))"
188,"(array([ 16, 117]), array([116,  72]))"
188,"(array([56, 63]), array([103,  64]))"
188,"(array([108,  60]), array([27, 63]))"
188,"(array([16, 57]), array([ 91, 100]))"
189,"(array([46,  9]), array([108, 118]))"
189,"(array([82, 26]), array([112,  88]))"
189,"(array([ 49, 113]), array([101, 102]))"
189,"(array([ 98, 104]), array([41, 59]))"
189,"(array([109, 118]), array([115,   0]))"
189,"(array([ 75, 110]), array([45, 97]))"
189,"(array([48, 77]), array([ 80, 109]))"
189,"(array([  2, 105]), array([104,  93]))"
189,"(array([50, 99]), array([93, 28]))"
189,"(array([69, 56]), array([44, 41]))"
189,"(array([44, 67]), array([102, 112]))"
189,"(array([61,  1]), array([ 70, 108]))"
189,"(array([61,  2]), array([118,  92]))"
189,"(array([43,  4]), array([112, 104]))"
189,"(array([ 6, 63]), array([105,  39]))"
189,"(array([44, 62]), array([115, 108]))"
189,"(array([94, 90]), array([23, 47]))"
189,"(array([56, 35]), array([93, 88]))"
189,"(array([42, 35]), array([114, 103]))"
189,"(array([49,  9]), array([ 77, 105]))"
189,"(array([111, 116]), array([72, 56]))"
189,"(array([52, 40]), array([102,  92]))"
189,"(array([73,  1]), array([100,  93]))"
189,"(array([62, 48]), array([86,  6]))"
189,"(array([  3, 104]), array([ 47, 113]))"
189,"(array([104,  95]), array([56, 44]))"
189,"(array([46, 32]), array([ 89, 108]))"
189,"(array([79, 16]), array([112, 104]))"
189,"(array([  8, 107]), array([ 98, 111]))"
189,"(array([106, 105]), array([42, 33]))"
