startx,starty,goalx,goaly,imagenumber
98,64,0,39,148
91,114,74,109,148
107,92,91,69,148
84,42,110,12,148
91,105,42,52,148
114,34,0,42,148
93,15,8,37,148
47,38,95,55,148
93,11,89,31,148
86,70,100,67,148
96,118,87,51,148
1,17,35,25,148
35,36,80,45,148
110,96,94,95,148
107,36,8,25,148
40,30,89,11,148
102,10,79,36,148
94,113,20,33,148
2,44,31,16,148
111,53,18,11,148
107,31,97,11,148
102,76,97,19,148
115,27,47,85,148
26,27,108,25,148
88,26,113,17,148
15,41,88,78,148
89,16,41,104,148
107,51,34,47,149
34,89,58,78,149
96,84,83,15,149
48,82,117,68,149
44,90,35,34,15
4,7,71,51,15
25,6,101,69,15
15,107,86,42,15
105,111,5,113,15
37,77,48,36,15
67,105,3,14,15
99,20,28,25,15
23,19,94,113,15
69,53,20,54,15
37,34,35,100,15
98,13,109,100,15
19,99,48,99,15
89,1,104,73,15
50,70,20,41,15
66,43,47,109,15
113,3,26,114,15
22,98,49,63,15
7,99,102,81,15
38,88,7,109,15
64,104,18,11,15
16,22,90,100,150
66,24,81,83,150
117,109,21,9,150
53,64,25,64,151
15,18,45,58,151
9,26,54,19,151
35,99,78,29,151
24,118,70,99,151
80,32,35,69,151
22,62,49,40,151
71,54,31,59,151
76,92,95,47,152
56,70,64,50,152
113,14,32,93,152
66,98,117,41,152
46,10,114,104,152
56,14,111,38,152
98,48,20,33,152
55,108,8,4,153
12,56,58,22,153
13,24,74,35,153
78,34,59,44,153
107,32,42,17,153
3,44,11,64,153
63,104,63,28,153
34,67,26,12,154
64,86,72,59,154
7,9,110,78,155
75,42,103,50,155
54,14,91,63,155
60,74,17,110,156
33,92,49,106,156
71,82,43,49,156
30,107,14,114,156
58,53,114,50,156
48,68,56,50,157
78,81,49,118,157
73,72,73,101,157
70,58,99,57,157
75,62,70,71,157
22,104,113,32,158
51,19,83,85,158
49,102,39,3,158
68,99,37,14,158
59,28,47,2,158
29,111,94,77,158
63,57,38,85,158
57,46,56,24,159
118,65,21,97,159
51,41,47,21,159
83,66,76,70,159
63,17,101,118,159
87,29,20,49,159
109,40,110,85,159
94,64,104,91,159
51,23,91,105,159
85,36,13,56,159
91,110,3,112,159
26,58,12,0,159
10,64,110,75,159
118,73,87,111,159
24,107,98,27,159
106,118,15,94,159
30,102,15,55,16
63,42,29,25,16
43,64,54,6,160
72,79,28,42,160
78,68,64,65,161
109,26,77,55,161
48,58,83,114,161
106,84,28,67,161
79,61,53,38,161
98,51,85,33,161
47,113,92,59,161
51,77,4,12,161
70,65,41,27,161
66,57,86,32,161
68,27,41,4,161
91,110,33,41,161
106,91,118,30,161
96,49,5,5,161
78,50,72,24,161
99,54,77,108,161
30,28,18,38,161
68,29,43,5,161
20,26,34,0,161
41,11,49,83,161
35,32,8,15,161
92,106,50,21,161
42,42,114,28,161
32,10,84,51,161
86,32,115,72,161
87,94,9,6,161
50,37,78,46,161
82,112,7,2,161
19,16,51,17,161
69,34,114,18,161
3,70,62,58,161
32,44,29,28,161
45,8,48,25,161
76,108,33,8,161
49,59,83,56,161
44,56,57,66,161
90,43,8,22,161
86,89,29,8,161
9,6,58,37,161
33,61,55,34,161
84,39,2,6,161
53,29,91,100,161
65,63,61,55,161
32,17,44,45,161
47,13,4,7,161
56,105,92,64,162
53,44,20,41,162
49,57,41,57,162
55,35,18,97,163
6,12,52,35,163
80,89,39,95,163
13,90,87,31,163
70,26,59,34,163
94,14,44,112,163
67,118,90,112,164
6,0,11,57,164
63,90,31,65,164
65,74,98,88,164
103,21,5,26,164
75,58,68,65,164
62,4,56,77,164
66,75,6,95,165
95,21,114,114,165
106,90,101,83,165
113,112,76,84,165
93,19,97,92,165
91,112,2,85,165
105,117,60,77,165
11,82,11,75,165
9,117,70,109,165
87,95,18,63,165
70,108,8,91,165
17,102,67,64,165
6,99,28,2,165
106,5,94,96,165
6,97,29,10,165
105,105,60,1,165
67,99,80,101,165
46,1,102,117,165
74,95,24,12,165
62,116,66,118,165
9,113,117,90,165
111,72,102,101,165
18,64,104,100,165
61,5,108,73,165
96,112,114,68,165
73,108,3,85,165
104,8,103,9,165
100,117,118,80,165
110,26,38,10,165
104,96,111,91,165
33,0,55,10,165
72,100,116,113,165
102,98,7,113,165
79,99,117,110,165
92,97,104,70,165
36,5,41,4,165
73,59,3,91,165
79,105,111,83,165
39,1,116,68,165
104,118,96,85,165
84,105,4,76,165
5,75,90,17,165
39,2,7,116,165
96,72,21,23,165
7,104,78,87,165
88,9,76,105,165
3,93,106,101,165
16,97,104,22,165
30,5,82,90,165
94,71,97,82,165
96,84,107,86,165
108,29,6,89,165
116,70,18,92,165
113,68,107,95,165
6,116,61,113,165
18,68,91,106,165
102,100,88,15,165
101,5,94,100,165
100,117,117,111,165
113,72,87,6,165
105,87,0,114,165
107,70,56,118,165
111,73,115,66,165
3,117,110,104,165
97,90,12,78,165
13,97,117,111,165
77,108,68,115,165
117,79,14,83,165
73,101,87,88,165
108,100,25,19,165
9,90,92,11,165
70,94,105,104,165
116,65,0,0,165
96,25,104,24,165
72,111,75,92,165
72,109,101,70,165
1,101,79,104,165
82,106,24,23,165
99,26,115,114,165
96,102,84,108,165
104,86,101,97,165
78,97,96,5,165
117,92,106,29,165
22,10,4,106,165
14,76,114,98,165
118,89,68,60,165
117,105,69,114,165
1,89,1,88,165
86,78,95,84,165
60,5,71,107,165
33,7,96,112,165
115,77,109,73,165
9,75,98,118,165
16,103,80,94,165
88,109,11,89,165
25,6,97,107,165
114,97,28,6,165
1,84,30,9,165
98,103,15,88,165
104,84,84,81,165
107,86,69,104,165
92,14,93,14,165
73,98,101,89,165
115,100,113,104,165
100,102,101,89,165
70,112,39,7,165
24,44,57,71,166
112,38,44,104,166
95,60,54,66,166
20,57,112,36,166
55,74,21,86,166
34,74,86,8,166
31,96,111,104,166
97,111,53,12,166
28,100,52,11,166
112,41,55,94,166
62,86,21,87,166
55,67,54,18,166
107,48,28,64,166
102,60,106,2,166
84,116,63,70,166
34,45,77,108,166
55,28,112,53,166
47,56,50,85,166
95,4,91,112,166
61,71,56,98,166
93,12,116,43,166
79,95,46,111,166
112,55,36,82,166
43,7,47,28,166
30,48,55,5,166
13,95,29,61,166
95,49,16,71,166
113,25,92,21,166
51,9,88,15,166
53,101,92,5,166
110,116,101,36,166
36,11,114,11,166
117,3,26,95,166
45,101,55,15,166
43,104,83,111,166
111,31,30,43,166
113,44,20,102,166
32,109,20,63,166
101,12,28,59,166
118,38,37,9,166
91,46,28,9,166
16,74,19,90,166
55,94,55,68,166
103,3,47,60,166
99,42,80,100,166
104,47,107,6,167
74,63,76,61,167
50,24,110,45,167
53,61,45,37,167
62,14,107,10,167
112,63,91,5,167
112,2,55,108,167
88,48,79,37,168
88,8,116,5,168
18,117,90,117,168
114,11,64,103,168
8,79,33,24,168
2,79,10,108,168
104,17,99,37,169
77,30,24,23,169
85,6,37,8,169
108,83,111,36,169
41,37,49,3,169
36,80,39,91,17
8,103,61,90,17
67,87,53,73,17
52,59,100,83,17
15,92,39,105,17
56,100,69,66,17
42,84,6,83,17
28,96,59,97,17
15,17,17,112,170
22,103,6,1,170
5,70,42,17,170
93,59,59,4,170
27,53,29,10,170
87,68,30,48,170
61,10,28,28,170
66,4,27,79,170
12,44,48,17,170
20,7,26,3,170
19,84,90,9,170
106,15,86,68,170
33,36,39,82,170
44,108,13,68,170
34,36,92,68,170
27,118,101,15,170
14,60,107,2,170
36,118,102,50,170
22,44,9,34,170
44,13,12,3,170
10,111,118,7,170
9,3,73,5,170
110,49,28,105,170
23,42,82,51,170
106,44,106,41,170
97,49,92,9,170
46,13,29,83,170
8,82,29,1,170
116,104,85,73,171
82,69,76,34,171
36,12,81,14,171
77,15,28,112,171
79,105,47,105,171
90,33,84,105,171
85,89,87,99,171
38,110,78,4,171
74,54,111,3,171
89,16,117,57,171
45,17,13,15,171
83,11,58,115,171
83,74,113,12,171
55,103,54,107,171
80,85,73,62,171
80,38,75,57,171
88,76,60,113,171
78,111,58,14,171
65,104,15,14,171
55,110,117,35,171
79,67,74,76,171
0,13,72,39,171
118,65,44,109,171
47,14,62,106,171
21,15,110,38,171
75,108,72,16,171
76,79,68,117,171
80,78,71,51,171
116,49,48,115,171
14,112,48,116,171
80,111,25,113,171
33,111,36,114,171
89,113,74,43,171
5,18,71,10,171
0,108,42,17,171
87,35,83,67,171
84,28,114,19,171
85,82,26,114,171
75,23,117,100,171
111,21,115,81,171
116,20,72,106,171
117,19,112,3,171
117,43,89,72,171
45,115,90,9,171
83,40,113,50,171
53,104,86,45,171
82,68,84,32,171
23,112,5,104,171
87,3,39,15,171
77,50,84,114,171
90,75,74,0,171
79,42,75,66,171
78,84,5,16,171
76,64,26,18,171
116,2,112,21,171
75,51,5,108,171
115,28,74,31,171
118,24,80,47,171
57,17,81,118,171
54,100,85,38,172
0,108,53,86,172
111,21,47,114,172
84,38,77,26,172
61,70,80,40,172
0,3,29,85,172
57,93,111,63,172
70,101,14,71,172
115,73,42,16,173
99,28,80,43,173
41,40,104,87,173
69,30,11,28,173
108,42,83,32,173
103,45,22,9,173
118,73,94,87,173
49,33,90,109,173
86,53,100,70,173
43,61,5,18,173
116,105,3,23,173
80,38,86,100,173
24,65,39,92,174
105,83,98,62,174
24,115,36,106,174
51,97,100,36,174
38,23,117,76,174
88,83,103,47,174
92,106,104,32,174
109,0,50,10,174
48,112,102,42,174
110,104,51,107,174
108,84,114,117,174
46,26,36,88,174
32,16,90,15,174
97,56,40,3,174
40,110,87,91,174
25,58,48,33,174
24,19,108,59,174
90,75,86,116,174
91,103,44,26,174
98,50,90,48,174
45,97,44,115,174
32,55,52,8,174
50,81,92,30,174
88,24,92,88,174
38,11,45,114,174
104,21,114,77,174
34,74,93,20,174
111,14,118,83,174
50,59,85,100,174
30,83,93,26,174
108,18,111,35,174
115,37,41,93,174
41,85,42,98,174
32,29,105,9,174
32,76,32,2,174
96,6,88,116,174
47,45,107,108,174
97,111,52,31,174
20,68,101,97,174
30,74,37,44,174
98,19,109,23,174
24,3,36,34,174
96,26,27,65,174
104,68,86,6,174
118,71,27,28,174
33,49,25,28,174
111,55,110,66,174
30,104,40,28,174
40,11,114,88,174
114,17,45,87,174
21,1,101,28,174
42,29,94,115,174
44,7,43,107,174
109,112,30,95,174
87,99,103,75,174
114,14,94,82,174
51,14,95,22,174
114,100,116,27,174
66,115,81,1,175
53,48,55,37,175
87,10,32,96,175
22,58,94,9,175
60,38,54,57,175
108,80,104,77,175
53,99,111,66,175
67,38,30,50,175
99,44,26,72,176
25,39,84,83,176
27,88,94,9,176
91,76,2,88,176
28,13,82,93,176
58,8,18,78,176
102,108,79,18,176
106,95,36,19,176
104,3,108,30,176
27,80,64,15,176
65,88,100,16,176
33,92,14,0,176
87,12,102,14,176
27,99,11,113,176
117,95,100,10,176
103,100,114,9,176
97,21,31,85,176
21,72,92,48,176
111,8,18,18,176
87,61,110,2,176
55,89,72,56,176
116,40,87,5,176
93,78,79,66,176
88,102,81,90,177
63,52,101,104,177
94,64,67,68,177
77,78,73,59,177
117,80,108,56,177
69,58,118,29,177
91,98,116,70,177
91,3,4,66,178
83,45,97,1,178
11,22,1,79,178
6,82,86,12,178
104,98,105,101,179
15,5,44,4,179
97,114,36,49,179
22,26,110,70,18
11,8,92,26,18
3,61,40,11,18
82,49,0,93,18
98,47,92,76,18
89,57,95,65,18
2,115,1,30,18
38,15,109,27,18
83,45,86,38,18
18,74,80,36,180
40,104,19,43,181
75,108,56,101,181
6,49,72,96,181
105,95,56,95,181
86,36,109,55,181
64,104,95,9,181
106,109,93,110,181
66,112,33,92,181
55,53,113,101,181
71,105,51,87,181
96,56,93,102,181
72,107,79,114,181
83,101,68,101,181
118,9,66,114,181
62,100,73,14,181
109,105,115,111,181
117,88,5,50,181
64,50,86,116,181
71,49,85,99,181
5,43,53,117,181
16,12,25,37,181
36,96,12,16,181
20,31,60,53,181
102,109,70,12,181
90,98,11,106,181
73,108,112,12,181
44,107,106,104,181
91,5,84,102,181
117,105,90,36,181
95,10,107,36,181
70,99,45,94,181
7,37,84,35,181
9,29,66,98,181
96,34,54,95,181
4,50,3,17,181
111,53,28,98,181
39,94,89,4,181
25,95,86,93,181
74,112,94,15,181
103,99,18,5,181
19,108,20,36,181
40,85,99,112,181
58,108,115,93,181
114,108,73,106,181
88,15,89,4,181
109,13,1,23,181
60,46,59,94,181
115,87,62,92,181
89,93,13,0,181
96,116,112,97,181
111,8,76,116,181
39,89,37,110,181
117,54,111,9,181
61,50,58,102,181
0,48,61,58,181
84,112,97,97,181
62,49,78,111,181
117,48,42,106,181
110,102,60,50,181
43,87,32,92,181
6,32,117,0,181
104,105,11,21,181
51,111,21,37,181
51,90,42,99,181
100,58,105,17,181
6,25,92,58,181
73,49,103,88,181
82,53,38,92,181
108,34,90,110,181
9,24,4,47,181
4,11,65,54,181
96,15,25,15,181
108,44,0,22,181
16,91,79,53,181
9,19,111,96,181
96,51,14,28,181
71,103,95,90,181
8,7,30,94,181
99,113,60,53,181
3,27,93,38,181
36,95,101,91,181
109,14,102,89,181
37,56,33,107,181
89,55,56,54,181
102,96,73,45,181
61,97,2,40,181
5,36,111,44,181
44,98,7,0,181
80,105,70,4,181
107,32,10,14,181
2,26,61,45,181
115,10,93,95,181
57,95,100,8,181
113,19,74,87,181
88,99,3,20,181
10,1,94,110,181
40,94,48,88,181
53,99,73,109,181
17,104,12,94,181
116,14,89,40,181
87,41,5,17,181
101,110,99,52,181
20,32,116,16,181
90,114,37,101,182
77,21,108,25,182
69,19,96,32,182
104,15,56,100,182
11,72,48,61,182
19,40,96,88,182
59,83,86,111,182
44,17,51,39,183
59,35,25,25,183
111,91,24,54,183
35,15,77,35,183
38,75,54,60,183
27,10,82,115,183
111,76,99,2,184
44,6,51,62,184
86,96,72,70,184
15,81,105,23,185
21,22,108,95,185
44,97,17,13,185
36,98,27,69,185
17,75,19,89,185
57,97,78,99,185
19,89,116,4,185
61,80,17,113,186
51,100,87,25,186
79,83,34,36,187
72,88,69,99,187
55,90,33,33,187
34,61,109,18,187
8,8,92,62,188
106,32,88,84,188
111,57,17,96,188
24,65,26,70,188
91,101,2,15,188
97,70,96,65,188
6,109,84,100,188
97,62,89,51,188
29,76,0,13,188
1,46,0,20,188
36,81,4,113,188
36,40,30,69,188
5,69,101,71,188
95,95,108,0,188
23,52,15,49,188
100,29,105,33,188
3,56,20,95,188
78,33,92,117,188
50,83,96,53,188
4,96,34,82,188
33,0,58,63,188
12,93,45,66,188
53,82,26,88,188
29,49,97,72,188
100,73,114,16,188
22,60,111,14,188
79,32,44,61,188
21,51,0,115,188
44,59,87,107,188
4,63,113,59,188
4,64,92,99,188
98,35,77,112,188
42,43,112,116,188
111,56,88,82,188
25,36,26,46,188
18,115,47,81,188
108,117,91,115,188
43,66,109,78,188
7,6,13,37,188
87,117,90,92,188
25,69,20,39,188
94,113,89,32,188
83,37,14,38,188
46,53,18,75,188
26,93,106,69,188
89,85,91,56,188
15,100,17,48,188
35,93,80,24,188
38,80,43,85,188
84,40,105,46,188
39,85,108,45,188
110,29,112,69,188
35,94,9,62,188
36,77,48,27,188
10,109,100,45,188
42,77,34,64,188
89,63,29,68,188
91,68,19,42,188
39,82,85,114,188
37,50,81,44,188
104,56,2,20,188
115,33,83,87,188
96,28,8,111,188
7,51,74,44,188
50,59,27,49,188
16,117,116,72,188
56,63,103,64,188
108,60,27,63,188
0,15,29,66,188
16,57,91,100,188
53,57,49,97,188
18,80,15,112,188
44,85,71,54,189
42,35,54,33,189
110,102,105,107,189
64,66,63,11,189
87,31,53,102,189
46,9,108,118,189
112,108,48,84,189
82,26,112,88,189
76,0,63,23,189
49,113,101,102,189
50,60,50,77,189
98,104,41,59,189
45,23,53,7,189
105,104,62,56,189
109,118,115,0,189
64,51,53,23,189
64,58,118,92,189
65,117,52,101,189
75,110,45,97,189
53,41,57,54,189
85,6,44,117,189
41,66,59,51,189
56,75,83,0,189
48,77,80,109,189
80,24,20,46,189
2,105,104,93,189
77,21,116,22,189
73,57,52,39,189
82,0,66,67,189
59,62,74,9,189
50,99,93,28,189
38,11,21,48,189
83,32,6,35,189
59,64,53,11,189
69,56,44,41,189
44,67,102,112,189
66,64,61,53,189
49,38,53,30,189
50,1,60,7,189
61,1,70,108,189
61,2,118,92,189
43,4,112,104,189
53,96,77,7,189
6,63,105,39,189
83,9,85,25,189
51,20,1,40,189
63,43,97,118,189
66,16,70,44,189
44,62,115,108,189
25,41,61,53,189
42,87,46,36,189
62,34,53,99,189
43,88,75,64,189
94,90,23,47,189
84,13,70,31,189
52,18,61,19,189
47,34,11,52,189
56,35,93,88,189
80,108,97,87,189
42,35,114,103,189
42,46,7,57,189
64,14,73,7,189
61,15,69,33,189
42,47,50,39,189
49,9,77,105,189
55,30,70,51,189
47,118,64,3,189
111,116,72,56,189
4,48,100,30,189
52,40,102,92,189
73,1,100,93,189
62,48,86,6,189
3,104,47,113,189
33,38,76,66,189
39,17,52,110,189
75,32,39,91,189
16,44,53,38,189
71,63,42,0,189
104,95,56,44,189
46,32,89,108,189
91,109,24,38,189
79,16,112,104,189
8,107,98,111,189
74,14,47,88,189
46,86,44,62,189
106,105,42,33,189
62,70,59,35,189
57,38,40,59,189
65,16,15,50,189
70,0,41,71,189
81,1,40,115,189
